source,word,aoa,arousal,conc,dom,fam,gender,image,size,valence,humor,social
gpt4,husband,0.847585,0.557136,0.4996,0.318748,0.538888,0.244949,0.421426,0.386782,0.83666,0.663325,0.830422
gpt4,impress,0.726636,0.372022,0.523068,0.381576,0.275681,0.489898,0.183303,0.257682,0.244949,0.583095,0.509902
gpt4,incest,0.515364,0.193907,0.509902,1.3121,0.722219,0.678233,1.16034,1.06771,0.387814,0,0.316228
gpt4,island,0.231517,0.749933,0.292575,0.504381,0.248193,0.2,0.205913,0.316228,0.4,0.354401,0.233238
gpt4,issue,0.618385,0.631189,0.4,0.98102,0.404969,0.316228,0.2,0.374166,0.374166,0.244949,0.4
gpt4,item,0.840476,0.475815,0.381576,0.471593,0.449889,0.374166,0.531413,0.489898,0.244949,0.2,0.374166
gpt4,jacket,0.509902,0.828493,0.08,0.436348,0.300666,0,0.419524,0.507543,0.244949,0.447214,0.509902
gpt4,jewel,0.51614,1.42913,0.08,0.426146,0.676461,0.2,0.189737,0.80895,0.583095,0.583095,0.374166
gpt4,jungle,0.5004,0.491528,0.231517,0.845222,0.391918,0.2,0.205913,0.387814,0.549181,0.374166,0.392938
gpt4,junk,0.863944,0.979796,0.488262,0.451664,0.300666,0.4,0.440908,0.583095,0.374166,0.374166,0.2
gpt4,justice,0.774597,0.471593,0.997196,0.707107,0.374166,0.374166,0.812404,0.445421,0.4,0.374166,0.244949
gpt4,kill,0.374166,0.615142,0.827043,2.1587,0.354401,0.316228,0.503587,0.547723,0.4,0,0.244949
gpt4,knock,0.704273,0.783326,0.366606,0.552811,0.236643,0.244949,0.445421,0.583095,0.316228,0.830903,1.0837
gpt4,knowledge,0.596657,1.102,0.828493,0.615142,0.313688,0.4,0.489898,0.670522,0.12,0.374166,0.728286
gpt4,lace,0.392938,0.4996,0.5004,0.705975,0.424264,0.244949,0.04,0.734847,0.316228,0.4,0.374166
gpt4,ladder,0.430813,0.776144,0,0.515364,0.352136,0.547723,0.431741,0.445421,0.475815,0.244949,0.632456
gpt4,launch,0.349857,1.02684,0.8,0.417612,0.509902,0.244949,0.509902,0.4,0.374166,0.374166,0.678233
gpt4,leaf,0.48,0.511468,0,0.673498,0.577581,0.244949,0.205913,0.663325,0.4,0.447214,0.08
gpt4,leisure,0.374166,0.711618,0.509902,0.387814,0.493964,0,0.860233,0.224499,0.244949,0.547723,0.860233
gpt4,leopard,0.553534,0.839047,0.205913,0.981835,0.477493,0.489898,0.244949,0.195959,0.583095,0.509902,0.2
gpt4,lettuce,0.387814,0.205913,0,0.567803,0.646838,0.4,0.489898,0.624179,0.509902,0.595315,0.4
gpt4,limit,0.233238,0.231517,0.503587,1.00916,0.503587,0.244949,0.579655,0.32619,0.4,0.2,0.734847
gpt4,line,1.05186,0.786384,0.557136,0.489898,0.354401,0.316228,0.6,0.678233,0,0.374166,0.6
gpt4,lobster,0.231517,1.12143,0.04,0.837616,0.611882,0.374166,0.430813,0.549181,0.233238,0.244949,0.748331
gpt4,luck,0.449889,0.416653,0.584466,0.678233,0.436348,0.244949,0.531413,0.689928,0.436348,0.581722,0.509902
gpt4,luggage,0.384708,0.791454,0.231517,0.919565,0.58515,0.244949,0.374166,0.574108,0.244949,0.509902,0.365513
gpt4,lumber,0.372022,0.4,0.32619,0.287054,0.451664,0.316228,0.587878,0.488262,0.244949,0.547723,0.678233
gpt4,lunch,0.222711,0.936803,0.387814,0.614492,0.422374,0,0.2,0.32619,0.244949,0.244949,0.83666
gpt4,lust,0.676461,0.4,0.615142,0.374166,0.195959,0.374166,0.318748,1.1225,0.812404,0.4,0.508331
gpt4,malice,0.733757,0.463033,0.231517,2.08077,0.651153,0.663325,0.36,0.6,0.392938,0.244949,0.338231
gpt4,mammal,0.2,0.632456,0.40694,0.374166,0.998799,0.12,0.739189,0.604649,0.4,0.374166,0.583095
gpt4,mansion,0.854166,0.748331,0.370945,0.646838,0.496387,0.4,0.135647,0.08,0.374166,0.6,0
gpt4,marvel,0.668132,0.54626,0.51923,0.960417,0.293939,0.2,0.440908,0.489898,0.374166,0.509902,0.396989
gpt4,mate,0.611228,0.560714,0.427083,0.636867,0.481664,0.678233,0.338231,0.69685,0.489898,0.300666,0.332265
gpt4,melon,0.51923,0.901998,0.0979796,0.881816,0.861162,0.4,0.32619,0.489898,0.316228,0.16,0.222711
gpt4,menace,1.20764,0.32619,0.467333,1.7186,0.699714,0.4,0.774597,0.374166,0.316228,0.2,0.960417
gpt4,merchant,0.300666,0.396989,0.421426,0.509902,0.407922,0.374166,0.479166,0.300666,0.374166,0.244949,0.547723
gpt4,message,0.553534,0.505964,0.53066,0.231517,0.257682,0,0.338231,0.56356,0,0.2,0.374166
gpt4,metal,0.463033,0.287054,0.231517,0.453431,0.305941,0.374166,0.263818,0.4,0.316228,0.244949,0.244949
gpt4,methane,0.45607,1.6,0.338231,0.956243,0.547723,0.4,0.842378,0.861162,0.332265,0.313688,0.2
gpt4,method,0.509902,0.685274,0.730479,0.4,0.493964,0.316228,0.372022,0.547723,0.583095,0,0.87178
gpt4,midst,0.620967,0.8,0.374166,0,0.557136,0.244949,0.12,0.348712,0,0.205913,0.734847
gpt4,mirror,0.40694,0.507543,0,0.54626,0.632456,0.2,0.485798,0.231517,0.523832,0,0.6
gpt4,mischief,0.515364,0.426146,1.13737,0.649923,0.56,0.374166,0.649307,0.374166,0.374166,0.4,0.509902
gpt4,mistress,0.366606,0.4,0.768375,1.5105,0.839047,0.233238,0.386782,1.0198,0.583095,0.583095,0.374166
gpt4,model,0.436348,0.2,0.431741,0.688186,0.244949,0.374166,0.531413,0.449889,0.489898,0.503587,0.523832
gpt4,moisture,0.241661,0.338231,0.936803,0.0979796,0.531413,0.489898,0.287054,0.705975,0.583095,0.509902,0.36
gpt4,moment,0.381576,0.671118,0.488262,0.338231,0.193907,0.2,1.15758,0.748331,0.4,0.509902,0.503587
gpt4,monarch,0.4,0.765768,0.386782,0.567098,0.547723,0.547723,0.233238,0.6,0.374166,0.4,0.765768
gpt4,monkey,0.271293,0.988737,0.154919,0.584466,0.489898,0.583095,0.244949,0.748331,0.492341,0.244949,0.503587
gpt4,monster,0.24,0.604649,0.305941,2.41545,0.583095,0.381576,0.316228,0.515364,0.244949,0.447214,0.509902
gpt4,mood,0.365513,0.487442,0.910824,0.597997,0.149666,0.447214,0.489898,0.4,0.2,0.338231,0.488262
gpt4,morsel,0.503587,0.509902,0.523068,0.69455,0.806474,0.583095,0.447214,0.547723,0.489898,0.316228,0.678233
gpt4,moth,0.483322,0.449889,0.271293,0.293939,0.348712,0.338231,0.442719,0.195959,0.213542,0.475815,0
gpt4,mother,0.241661,0.596657,0.663325,0.734847,0,0.489898,0.189737,0.860233,0.489898,0.244949,0.224499
gpt4,mug,0.442719,0.263818,0.0979796,0.557136,0.365513,0.374166,0.224499,0.374166,0.08,0.583095,0.538888
gpt4,mural,0.649923,0.552811,0.313688,0.357771,0.783326,0.583095,0.257682,0.8,0.374166,0.374166,0.4
gpt4,myth,0.445421,0.2,0.489898,0.838093,0.462169,0.2,0.509902,0.682935,0.4,0.583095,0.583095
gpt4,necklace,0.416653,0.26533,0.193907,0.579655,0.567098,0.509902,0.233238,0.560714,0.757892,0.51923,0.458694
gpt4,nectar,1.01469,0.765768,0.132665,0.66453,0.275681,0.547723,0.354401,0.503587,0.2,0.436348,0.332265
gpt4,needle,0.487442,0.712741,0.195959,0.678233,0.447214,0.678233,0.60531,0.663325,0.6,0.2,0.244949
gpt4,neglect,0.316228,1.13031,0.889044,1.46779,0.444522,0.748331,0.338231,0.700286,0.263818,0.2,0.275681
gpt4,neutral,0.583095,0.713863,1.02294,0,0.705975,0,0.678233,0.2,0,0.547723,0.316228
gpt4,notion,0.431741,0.556417,1.02956,0.808455,0.503587,0.316228,0.471593,0.4,0.316228,0.447214,0.509902
gpt4,nuisance,0.523832,1.12321,0.248193,0.496387,0.377359,0.374166,0.553534,0.454313,0.4,0.4,0.370945
gpt4,nurture,0.587878,0.396989,0.863944,1.28841,0.460435,0.374166,0.553534,0.741889,0,0.570614,0.2
gpt4,office,0.669328,0.628013,0.248193,0.837616,0.430813,0.4,0.5004,0.567803,0.374166,0.318748,0.577581
gpt4,ordeal,0.451664,0.453431,0.926067,1.66685,0.361109,0.244949,0.584466,0.707107,0,0.244949,0.374166
gpt4,outrage,0.503587,0.515364,0.956243,1.22409,0.487442,0.12,0.509902,0.678233,0.244949,0.316228,0.374166
gpt4,packet,0.852291,0.636867,0.263818,0.661513,0.454313,0.2,0.586515,0.489898,0,0.205913,0.564269
gpt4,palace,0.627375,0.601997,0.12,0.257682,0.348712,0.489898,0.396989,0.374166,0.2,0.2,0.509902
gpt4,pamphlet,0.337046,0.756307,0.54626,0.553534,0.293939,0.4,0.579655,0.244949,0.2,0.374166,0.705408
gpt4,panther,0.688186,0.503587,0.4,0.748331,0.873155,0.4,0.392938,0.678233,0.774597,0.547723,0.4
gpt4,parade,0.507543,1.21557,0.337046,0.436348,0.332265,0.509902,0.458694,0.338231,0.453431,0.244949,0.392938
gpt4,parrot,0.416653,1.08922,0.205913,0.652993,0.691086,0.4,0.162481,0.598665,0.244949,0.447214,0.682935
gpt4,passage,0.579655,0.699714,0.485798,0.735935,0.285657,0.244949,0.527636,0.567803,0.316228,0.374166,0.83666
gpt4,passion,0.51614,0.244949,0.509902,0.392938,0.313688,0.547723,0.716659,0.577581,0.244949,0.509902,0.748331
gpt4,pause,0.483322,0.5004,0.16,0.426146,0.174356,0.244949,0.51923,0.84,0.244949,0.447214,0.889044
gpt4,pelvis,0.252982,0.285657,0.146969,0.663325,0.244949,0.447214,0.374166,0.316228,0,0.663325,0.4
gpt4,pension,0.248193,0.608605,0.394968,0.193907,0.411825,0.547723,0.778203,0.509902,0.4,0.374166,0.583095
gpt4,people,0.374166,0.244949,0.427083,0.203961,0,0.2,0.560714,0.426146,0.489898,0.509902,0
gpt4,person,0.132665,0.5004,0.505964,0.252982,0,0.2,0.352136,0.663325,0.244949,0.474974,0.2
gpt4,pest,0.60531,0.244949,0.471593,1.31757,0.595315,0.748331,0.523068,0.2,0.4,0.4,0.734847
gpt4,phantom,0.43359,0.24,0.392938,1.02956,0.244949,0.509902,0.739189,0.6,0.734847,0.32619,0.244949
gpt4,phase,0.394968,0.460435,0.700286,0.248193,0.305941,0.4,0.407922,0.509902,0.244949,0.244949,0.60531
gpt4,pheasant,0.475815,0.344093,0.215407,0.213542,0.628013,0.374166,0.224499,0.509902,0.374166,0.374166,0.387814
gpt4,picket,0.453431,0.542586,0.421426,0.842852,0.404969,0.4,0.583095,0.4,0.447214,0.231517,0.617738
gpt4,picture,0.12,0.628013,0.427083,0.604649,0.275681,0.316228,0.205913,0.583095,0.374166,0.509902,0.708802
gpt4,piece,0.553534,0.583095,0.426146,0.2,0.386782,0.4,0.509902,0.509902,0.4,0.193907,0.447214
gpt4,pillow,0.534416,0.92,0.08,0.640625,0.541849,0.547723,0.244949,0.54626,0.244949,0.447214,0.4
gpt4,pint,0.661513,0.583095,0.24,0.233238,0.466476,0.489898,0.679412,0.2,0.812404,0.583095,0.4
gpt4,pity,0.252982,0.662118,0.224499,0.340588,0.489898,0.244949,0.574804,0.5004,0.374166,0.316228,0.87178
gpt4,plasma,0.309839,1.04038,0.328634,0.203961,0.492341,0.374166,1.03808,0.72,0.244949,0.583095,0.4
gpt4,plea,0.271293,0.624179,0.332265,0.859302,0.244949,0.447214,0.714423,0.547723,0.678233,0.374166,0.489898
gpt4,pleasure,0.581722,0.671118,0.300666,1.31909,0.2,0.374166,0.631189,0.595315,0.4,0.489898,0.682935
gpt4,police,0.205913,0.574108,0.233238,0.16,0.271293,0.244949,0.32,0.426146,0.707107,0.244949,0.374166
gpt4,portrait,0.40694,0.676461,0.316228,1.33656,0.392938,0.244949,0.224499,0.509902,0.8,0.4,0.485798
gpt4,power,0.292575,0.431741,0.463033,0.224499,0.257682,0.316228,0.195959,0.4996,0.195959,0.4,0.614492
gpt4,prestige,0.185472,0.957079,0.4,0.0489898,0.445421,0.244949,0.611882,0.374166,0.503587,0.224499,0.52
gpt4,pride,0.570614,0.597997,0.544059,0.213542,0.370945,0.678233,0.679412,0.509902,0.4,0.489898,0.447214
gpt4,prince,0.303315,0.736478,0.331059,0.205913,0.60531,0.374166,0.244949,0.567098,0.663325,0.678233,0.83666
gpt4,princess,0.231517,1.18051,0.2,0.646838,0.722219,0.374166,0.32619,0.562139,0.205913,0.244949,1.34402
gpt4,prison,0.305941,0.638749,0.4,0.222711,0.422374,0.244949,0.65238,0,0.2,0,0.316228
gpt4,product,0.689928,0.679412,0.666333,0.663325,0.244949,0.678233,0.93723,0.387814,0.374166,0.244949,0.374166
gpt4,progress,0.604649,0.342929,0.547723,0.412795,0.228035,0.547723,0.56356,0.489898,0.458694,0.374166,0.549181
gpt4,project,0.604649,0.426146,0.449889,0.479166,0.355528,0.547723,0.660303,0.40694,0.583095,0.4,0.930806
gpt4,pumpkin,0.344093,0.730479,0.205913,0.49558,0.445421,0.2,0.2,0.374166,0.440908,0.377359,0.74135
gpt4,punch,0.56921,0.526878,0.655439,0.493964,0.338231,0.244949,0.222711,0.979796,0.447214,0.244949,0.678233
gpt4,pupil,0.693974,0.676461,0.419524,0.917824,0.332265,0.244949,0.496387,0.48,0.4,0.447214,0.8
gpt4,puzzle,0.509902,0.489898,0.489898,0.195959,0.574108,0.374166,0.244949,0.316228,0.244949,0.411825,0.8
gpt4,python,0.691665,0.830903,0.185472,1.06696,0.523832,0.894427,0.287054,0.69455,0.447214,0.547723,0.427083
gpt4,rain,0.203961,0.332265,0.257682,0.587878,0.426146,0.374166,0.224499,0.60531,0.374166,0.4,0.447214
gpt4,rattle,0.663325,0.598665,0.427083,0.63561,0.2,0.812404,0.257682,0.489898,0.244949,0.396989,0.377359
gpt4,reason,0.475815,0.757892,0.370945,0.584466,0.372022,0.678233,0.231517,0.2,0.32,0.205913,0.447214
gpt4,recall,0.574108,0.678233,0.489898,0.560714,0.384708,0.374166,0.527636,0,0.678233,0.205913,0.447214
gpt4,reject,0.256125,0.453431,0.374166,1.38766,0.407922,0.531413,0.63435,0.372022,0.734847,0,0.374166
gpt4,report,0.583095,1.10164,0.678233,0.316228,0.219089,0.374166,0.678233,0.509902,0.4,0.08,0.316228
gpt4,reptile,0.391918,0.313688,0.189737,0.611228,0.497996,0.547723,0.392938,0.583095,0,0.6,0.205913
gpt4,resort,0.370945,0.89666,0.52,0.833307,0.244949,0.663325,0.32619,0.2498,0.24,0.244949,1.31697
gpt4,respect,0.328634,0.707107,0.404969,0.570614,0.309839,0.244949,0.632456,0.6,0.509902,0,0.316228
gpt4,risk,0.428952,0.509902,0.649923,0.665132,0.205913,0.2,0.583095,0.927362,0.2,0.244949,0.488262
gpt4,role,0.361109,0.32,0.880909,0.508331,0.387814,0.447214,0.595315,0.338231,0.244949,0.374166,0.244949
gpt4,romance,0.162481,0.515364,0.366606,0.768375,0.372022,0.374166,0.412795,0.734847,0,0.509902,0.6
gpt4,rubble,0.830903,0.982649,0.313688,1.35499,0.531413,0.244949,0.464758,1.0707,0.244949,0.316228,0.611228
gpt4,ruffle,0.863944,0.513809,0.685857,0.5004,0.40694,0.678233,0.04,0.4,0.489898,0.447214,0.316228
gpt4,saloon,0.675278,0.272764,0.422374,0.278568,0.763151,0.316228,0.354401,0.374166,0.244949,0.374166,0.509902
gpt4,sandwich,0.241661,0.491528,0,0.862554,0.531413,0.244949,0,0.340588,0.475815,0.374166,0.958332
gpt4,scalpel,0.428952,0.24,0.2,1.17235,0.81878,0.374166,0.233238,0.567098,0.790949,0.244949,0.596657
gpt4,script,0.762627,0.840476,0.849941,1.89568,0.178885,0.509902,0.728286,0.707107,0.4,0.6,0.927362
gpt4,seed,0.426146,0.970773,0.313688,0.233238,0.525357,0.374166,0.338231,0.583095,0.583095,0.489898,0.489898
gpt4,sentence,0.257682,0.785875,0.833307,1.06094,0.449889,0.316228,0.801499,0.374166,0.244949,0.374166,0.316228
gpt4,service,0.631189,0.65909,0.431741,0.8,0.16,0.374166,0.852291,0.547723,0.583095,0.374166,0.244949
gpt4,settle,0.583095,0.906863,0.861626,0.449889,0.2,0.374166,0.08,0.489898,0.489898,0.392938,0.374166
gpt4,shaft,0.687023,1.39914,0.28,1.07406,0.287054,0.2,0.222711,0.894427,0.583095,0.313688,0.678233
gpt4,shame,0.584466,0.711618,0.0632456,0.583095,0.10198,0.748331,0.316228,0.382623,0.2,0.2,0.300666
gpt4,shark,0.428952,0.4996,0.195959,0.873155,0.293939,0.244949,0.213542,0.4,0.374166,0.83666,0.263818
gpt4,shirt,0.577581,0.820731,0.193907,0.583095,0.382623,0.707107,0.316228,0.492341,0.374166,0.483322,0.244949
gpt4,shrug,0.739189,0.431741,0.54626,0.64,0.374166,0.2,0.275681,0.241661,0.08,0.4,0.81878
gpt4,signal,0.332265,0.707107,0.416653,0.583095,0.195959,0.583095,0.584466,0.976524,0.2,0.489898,0.783837
gpt4,sin,0.656049,0.470744,0.370945,1.82757,0.49558,0.244949,0.716659,0.812404,0.2,0.0979796,0.4
gpt4,sister,0.387814,0.244949,0.368782,0.419524,0.354401,0.374166,0.60531,0.8,0.6,0.4,0.447214
gpt4,slave,0.492341,0.365513,0.527636,0.370945,0.527636,0.583095,0.448999,0.717217,0.59127,0,0.338231
gpt4,sleep,0.374166,0.489898,1.32665,0.95163,0.224499,0.244949,0.748331,0,0.4,0.4,0.954149
gpt4,slope,0.440908,0.631189,0.649307,0.382623,0.633719,0.374166,0.570614,0.451664,0.32,0.489898,0
gpt4,slum,0.470744,1.15827,0.318748,0.797496,0.431741,0.374166,0.449889,1.19097,0.417612,0.244949,1.19933
gpt4,smear,0.436348,0.489898,0.287054,0.705408,0.436348,0.567803,1.19231,0.509902,0.316228,0.374166,0.748331
gpt4,smell,0.391918,0.496387,0.733212,0.309839,0.449889,0.489898,0.747262,0.4,0.2,0.426146,0.316228
gpt4,snail,0.374166,0.798499,0,0.588558,0.581722,0.244949,0.287054,0.447214,0.748331,0.244949,0.2
gpt4,snort,0.64622,0.705975,0.411825,0.620967,0.758947,0.2,0.32619,0.193907,0.489898,0.2,0.527636
gpt4,soldier,0.447214,0.10198,0.28,0.489898,0.340588,0.244949,0.374166,0.374166,0.6,0.244949,0.6
gpt4,sorrow,0.458694,1.2083,0.805978,0.681175,0.515364,0.547723,0.608605,0.4,0.2,0.244949,0.748331
gpt4,sparkle,0.584466,0.863481,0.48,0.859302,0.381576,0.707107,0.357771,0.2,0.382623,0.316228,0.489898
gpt4,spinach,0.705975,0.637495,0.08,0.749933,0.466476,0.374166,0.252982,0.440908,0.6,0.374166,0.28
gpt4,spirit,0.231517,0.447214,0.646838,0.54037,0.193907,0.374166,0.671118,0.979796,0.2,0.489898,0.583095
gpt4,spit,0.913017,1.53753,0.496387,0.830422,0.224499,0.2,0.860233,0.40694,0.354401,0.976934,1.31909
gpt4,spring,0.65909,1.53961,0.816333,0.587878,0.318748,0.374166,0.525357,0.2,0.374166,0.583095,0.663325
gpt4,squash,0.447214,0.906422,0.786384,0.767854,0.63561,0.678233,0.560714,0.504381,0.8,1.0198,0.509902
gpt4,squeeze,0.503587,0.549181,0.649923,1.39943,0.489898,0.547723,0.24,0.851822,0.244949,0.374166,0.852291
gpt4,stab,0.791454,0.678233,0.479166,0.678233,0.384708,0.509902,0.678233,1.34759,0.4,0.244949,0.374166
gpt4,status,0.597997,0.632456,0.64622,0.195959,0.377359,0.2,0.5004,0.392938,0.547723,0.374166,0.338231
gpt4,stock,0.236643,0.32,0.69455,0.741889,0.2,0.374166,0.581722,0.374166,0.489898,0.374166,0.87178
gpt4,stomach,0.354401,0.943186,0.236643,0.318748,0.263818,0.244949,0.222711,0.4,0.4,0.722219,0.374166
gpt4,stove,0.372022,0.676461,0.04,0.49558,0.316228,0.547723,0.263818,0.4,0.374166,0.233238,0.244949
gpt4,strand,0.469042,0.32619,0.705408,0.231517,0.485798,0.2,0.484149,0.453431,0.2,0.205913,0.4
gpt4,stretch,0.224499,0.711618,0.391918,0.879545,0.491528,0.244949,0.2498,0.257682,0.2,0.4,0.374166
gpt4,stride,0.649923,0.451664,0.741889,0.470744,0.241661,0.316228,0.299333,0.916515,0.509902,0.4,0.447214
gpt4,string,0.32249,0.748331,0.734847,0.503587,0.374166,0.2,0.693974,0.489898,0,0.316228,0.447214
gpt4,suburb,0.435431,0.643739,0.488262,0.527636,0.577581,0.4,0.447214,0.374166,0.244949,0.244949,0.6
gpt4,success,0.407922,1.12321,0.595315,0.379473,0.135647,0.812404,0.185472,0.244949,0.244949,0.6,0.316228
gpt4,surgeon,0.299333,0.340588,0.172047,0.374166,0.780769,0.2,0.541849,0.449889,0.583095,0.257682,1.0198
gpt4,sweater,0.503587,0.777174,0.2,0.731027,0.365513,0.489898,0.233238,0.2,0.332265,0.396989,0.783326
gpt4,sword,0.458694,0.361109,0.162481,0.224499,0.531413,0.4,0.492341,0.392938,0.316228,0.489898,0.489898
gpt4,table,0.348712,0.205913,0.2,0.483322,0.154919,0.244949,0.4,0.663325,0.4,0.489898,0.734847
gpt4,taboo,0.463033,0.567803,0.791454,1.53023,0.722772,0.2,0.193907,0.812404,0.4,0.2,0.224499
gpt4,talent,0.652993,0.6,0.551362,0.557136,0.08,0.4,0.485798,0.679412,0.244949,0.547723,0.870862
gpt4,terror,0.661513,0.28,0.313688,2.59969,0.477493,0.374166,0.889044,0.316228,0.244949,0,0.407922
gpt4,texture,0.307246,1.03808,0.504381,0.379473,0.852291,0.244949,0.496387,0.51614,0.445421,0.386782,0.374166
gpt4,throat,0.604649,0.906863,0.338231,0.957079,0.457821,0.734847,0.303315,0.583095,0.244949,0.195959,0.678233
gpt4,tiger,0.496387,0.233238,0,0.627375,0.532917,0.244949,0.12,0.313688,0.860233,0.707107,0.448999
gpt4,toast,0.233238,0.722772,0.287054,0.577581,0.374166,0.678233,0.444522,0.447214,0.374166,0.374166,0.927362
gpt4,toilet,0.377359,0.51923,0.0489898,0.682349,0.213542,0.244949,0.28,0.447214,0.244949,0.547723,0.338231
gpt4,tortoise,0.213542,0.567803,0,0.747262,0.523832,0.244949,0.316228,0.547723,0.4,0.4,0
gpt4,town,0.427083,0.685274,0.278568,0.370945,0.271293,0.2,0.509902,0.374166,0.483322,0.396989,0.62482
gpt4,toxin,0.248193,0.754718,0.505964,2.03961,0.56356,0.547723,0.852291,1.15758,0.244949,0.193907,0.509902
gpt4,traffic,0.189737,0.32619,0.489898,0.910824,0.331059,0.316228,0.28,0.637495,0.365513,0.407922,0.374166
gpt4,transit,0.344093,0.826075,0.677052,0.651153,0.392938,0.244949,0.515364,0.948683,0.2,0.209762,0.632456
gpt4,treason,0.488262,0.426146,1.01666,0.552811,0.458694,0.2,0.193907,0.08,0.374166,0,0.370945
gpt4,treasure,0.154919,0.557136,0.773046,0.729383,0.205913,0.316228,0.661513,0.4,0.447214,0.374166,0.370945
gpt4,trend,0.213542,0.231517,0.508331,0.509902,0.374166,0.374166,0.611882,0.233238,0.447214,0.374166,0.287054
gpt4,triumph,0.503587,0.652993,0.800999,0.231517,0.305941,0.374166,0.504381,0.244949,0.4,0.4,0.509902
gpt4,troll,0.901998,0.70993,0.611882,1.59374,0.827043,0.447214,0.571314,1.20599,0.316228,0.244949,0.663325
gpt4,trouble,0.419524,0.374166,0.541849,1.29399,0.365513,0.316228,0.2,0.332265,0.489898,0.32619,0.509902
gpt4,trousers,0.313688,0.381576,0.08,0.436348,0.377359,0.583095,0.374166,0.4,0.4,0.509902,0.2
gpt4,trumpet,0.467333,0.682349,0.244949,0.861626,0.526878,0.4,0.318748,0.374166,0.374166,0.244949,0.08
gpt4,trust,0.318748,1.05717,0.471593,0.215407,0.209762,0.4,0.895768,0.812404,0.509902,0.316228,0.04
gpt4,tulip,0.426146,0.374166,0.387814,1.32665,0.49558,0.663325,0.116619,0.542586,0.583095,0.509902,0.2
gpt4,tumble,0.765245,0.51614,0.470744,0.682935,0.549181,0.4,0.195959,0.338231,0.316228,0.583095,0.374166
gpt4,typhoon,0.417612,0.363318,0.59127,2.38025,0.87178,0.547723,0.386782,0.224499,0,0.509902,0.244949
gpt4,ulcer,0.578273,0.4996,0.396989,0.65909,0.838093,0.244949,0.387814,0.682935,0.547723,0.244949,0.583095
gpt4,urge,0.338231,0.4,0.739189,0.597997,0.515364,0.60531,0.374166,0.547723,0.374166,0.374166,0.583095
gpt4,usher,0.597997,0.749933,0.470744,0.59127,0.724983,0.244949,0.213542,0.6,0.2,0.54626,0.374166
gpt4,venom,0.244949,0.257682,0.275681,0.233238,0.462169,0.244949,0.649307,0.673498,0.374166,0.374166,0.583095
gpt4,verge,0.479166,0.722772,0.396989,0.577581,0.387814,0.509902,0.63561,0.628013,0.316228,0.244949,0.54626
gpt4,version,0.40694,0.523832,0.04,0.340588,0.479166,0.583095,0.338231,0.773563,0.4,0.374166,0.244949
gpt4,victim,0.374166,1.06658,0.396989,0.392938,0.313688,0.509902,0.318748,0.707107,0.374166,0,0.4
gpt4,virtue,0.370945,0.858836,0.557136,0.796492,0.574804,0.447214,0.643117,0.678233,0.583095,0.374166,0.447214
gpt4,vowel,0.778203,0.579655,0.660303,0.354401,0.571314,0.2,0.927362,0.632456,0.374166,0.318748,0.783837
gpt4,vulture,0.685274,0.665132,0.357771,0.837616,0.396989,0.547723,0.268328,0.810925,0.2,0.583095,0.748331
gpt4,waitress,0.834266,0.318748,0.26533,0.275681,0.342929,0.2,0.278568,0.56,0.316228,0.2,0.244949
gpt4,wallet,0.471593,0.316228,0.244949,0.244949,0.477493,0.489898,0.2,0.4,0.2,0.483322,0.812404
gpt4,walnut,0.677052,0.372022,0.116619,0.431741,0.416653,0.583095,0.275681,0,0.509902,0.374166,0.244949
gpt4,walrus,0.224499,0.745654,0.391918,0.538888,0.845222,0.4,0.236643,0.760526,0.233238,0.509902,0.32
gpt4,whimper,0.331059,0.337046,0.436348,0.365513,0.677052,0.628013,0.707107,0.2,0.2,0.374166,0.916515
gpt4,whisper,0.449889,0.958332,0.449889,0.596657,0.292575,0.509902,0.307246,0.583095,0.547723,0.4,0.678233
gpt4,whore,0.4,0.471593,0.316228,0.875443,1.04881,0.447214,0.711618,0.492341,0.6,0.678233,0.8
gpt4,wisdom,0.527636,1.15758,0.205913,0.583095,0.4996,0.244949,0.678233,0.509902,0.244949,0.4,0.663325
gpt4,wish,0.338231,1.21425,0.417612,1.0707,0.24,0.244949,0.503587,1.04881,0.257682,0.244949,0.673498
gpt4,wit,0.629285,0.762627,1.09545,0.32619,0.784857,0.547723,0.205913,0.509902,0.244949,0.583095,0.547723
gpt4,wood,0.431741,0.583095,0.2,0.711618,0.2,0.374166,0.313688,0.665132,0.509902,0.447214,0.4
gpt4,wrath,0.581722,0.570614,0.252982,2.21323,0.523068,0.316228,0.392938,0.707107,0,0.244949,0.316228
gpt4,wrestle,0.467333,0.386782,0.244949,1.20233,0.628013,0,0.248193,0.471593,0.649307,0.244949,0.244949
gpt4,yeast,0.769415,0.8,0.357771,0.727736,0.40694,0,0.570614,0.583095,0.678233,0.316228,0
gpt4,zebra,0.570614,0.801499,0.08,0.98102,0.749933,0.244949,0.195959,0.53066,0.547723,0.2,0.374166
gpt4o,affair,0.271293,0.4,0.547723,0.707107,0.391918,0.8,0.578273,0.547723,0.509902,0.374166,0.386782
gpt4o,aisle,0.354401,0.387814,0.244949,0.489898,0.374166,0.489898,0.509902,0.547723,0.2,0.244949,0.316228
gpt4o,anchor,0.74458,0.615142,0.271293,0.374166,0.2,0.374166,0.496387,0.316228,0.316228,0.338231,0.244949
gpt4o,anger,0.2,0.374166,0.479166,1.16619,0.453431,0.774597,0.386782,0.4,0.244949,0.2,0.316228
