source,word,foot_leg,hand_arm,head,mouth,torso
gpt4o,HALFCOCKED,0.4,0.704,0.912,1.17,0.39
gpt4o,HAPPEN,0,0.379,1.711,0.39,0
gpt4o,HARM,0.39,1.028,0.456,0.39,1.166
gpt4o,HAVOC,0.704,0.49,0.4,0.379,1.024
gpt4o,HEMOPHILIA,0,0,0,0,0
gpt4o,HETEROSEXUAL,0.39,0.42,1.11,0.39,0.98
gpt4o,HIGHHANDED,0.379,0.632,0.49,0,0.775
gpt4o,HIMSELF,1.857,0.42,1.521,1.11,1.72
gpt4o,HINDRANCE,0.456,0.4,0.456,0.39,0.379
gpt4o,HOMESTEAD,0,1.949,0.759,0,0.754
gpt4o,HOUSEMASTER,0.39,0.98,0.456,0.39,0.379
gpt4o,HYSTERIC,0.754,0.657,1.308,1.507,0.844
gpt4o,ICING,0,1.521,0.39,1.062,0.39
gpt4o,ILLNESS,0,0.39,1.559,0.78,1
gpt4o,IMMIGRANT,0.4,0,0.39,0,0.39
gpt4o,IMPOLITE,0,0.456,1.11,0.912,0.39
gpt4o,INAUDIBILITY,0,0,0.4,1.095,0.456
gpt4o,INAUGURAL,0.4,1.051,1.183,1.183,0.456
gpt4o,INDIRECTLY,0,0.4,0,0.78,0
gpt4o,INFLAMER,0,0.49,0.41,1.711,0.379
gpt4o,INFLAMING,0.39,0.657,1.024,1.035,0.522
gpt4o,INFLEXIBLY,0.4,0.42,1.711,0.39,0.754
gpt4o,INSTITUTIONAL,0,0,0,0,0
gpt4o,INSTRUMENTALLY,0,1.625,0.49,0,0.775
gpt4o,INTERCEPT,1.414,1.497,0.4,0.379,0.657
gpt4o,INTERGROWTH,0,0,0,0,0
gpt4o,INTERN,0.379,0.632,0.49,0.379,1.024
gpt4o,INTERNALIZATION,0,0,1.138,0.4,0.39
gpt4o,INTOXICATING,0,0.456,0.912,1.647,0.657
gpt4o,KEEL,0,0,0,0,0
gpt4o,KEYCARD,0,1,0.4,0,0
gpt4o,KIND,0,0.39,1.11,0.912,0.39
gpt4o,KLUTZINESS,1.855,1.259,0.78,0,0.78
gpt4o,LAG,0.805,0.748,0.39,0,0
gpt4o,LASER,0,1.02,0.456,0,0
gpt4o,LEAFLET,0,1.787,0.551,0.4,0
gpt4o,LEANNESS,0,0,0.39,0,1.61
gpt4o,LESSENING,0.39,0.754,0.759,0.4,0
gpt4o,LIGHT BEAM,0,0,0,0,0
gpt4o,LIGHTLESS,0,0,0,0,0
gpt4o,LIGHTSWITCH,0,1.61,0.4,0,0
gpt4o,LINGUAL,0,0.456,0.39,0.934,0.39
gpt4o,LIPID,0,0,0,0,0
gpt4o,LIVER,0,0,0,0,1.868
gpt4o,LOGROLLING,1.145,1.299,0,0,0.912
gpt4o,LOOPING,0.759,1.203,0.4,0,0
gpt4o,LOOSELY,0.78,1.095,0.39,0.39,0.379
gpt4o,LOOSENESS,0.42,0.49,0.49,0,0.82
gpt4o,LUSTROUSLY,0,0.4,0.39,0,0
gpt4o,MAKEOVER,0.8,1.095,0.754,0.39,0.78
gpt4o,MANLY,0.78,0.379,0.754,0.754,0.632
gpt4o,MARBLING,0,0.456,0.379,0,0.39
gpt4o,MARRIED,0.379,0.4,0.49,0,0.775
gpt4o,MAY,0,0,0.379,0,0
gpt4o,MEAL,0,0.41,0.39,0.934,0.456
gpt4o,MEGAWATT,0,0.39,0,0,0.39
gpt4o,MICROCOMPUTER,0,1.035,0.4,0,0
gpt4o,MIDTERM,0.39,0.39,0.839,0,0
gpt4o,MIRTH,0,0,0.98,1.051,0.775
gpt4o,MISAPPROPRIATE,0.4,1.391,0.78,0.39,0.39
gpt4o,MISCHARACTERIZE,0,1.863,1.411,1.612,0.39
gpt4o,MONEYMAKER,0,0.903,0.82,0.39,1.166
gpt4o,MONOCLE,0,0.39,0.42,0,0
gpt4o,MOVE ON,1.445,1.411,0.839,0,0.657
gpt4o,MULL OVER,0,0.39,1.549,0,0
gpt4o,MULTISPECIES,0,0.49,0.39,0.39,0
gpt4o,NATIONALISM,0,0.379,0.805,0.39,1.02
gpt4o,NEARSIGHTEDNESS,0,0,1.72,0,0
gpt4o,NEEDS,0.379,0.49,0.4,0.379,1.024
gpt4o,NEWSMONGER,0,0.81,0.82,1.787,0.8
gpt4o,NONCURRENT,0,0,0.759,0,0
gpt4o,NONPRODUCTIVELY,0.39,0.885,0.805,0.39,1.2
gpt4o,NONRESISTANT,0,0,0,0.39,0
gpt4o,NONSOCIAL,0,0.379,1,0,0.49
gpt4o,NOSEPIECE,0,0,1.744,0,0
gpt4o,NOUN,0,0.379,0.456,0.39,0.4
gpt4o,OLD FASHIONED,0.379,0.4,0.49,0,0.775
gpt4o,OSCILLATE,1.11,0.49,0.39,0,0.632
gpt4o,OUGHT,0,0,1.138,0.4,0
gpt4o,OUTPOUR,0,0.885,0.657,1.559,0.8
gpt4o,OUTRUN,0.894,0.754,0.379,0,0.456
gpt4o,OUTTAKE,0.4,0.885,0.39,1.931,0.39
gpt4o,PAPYRUS,0,0.456,0,0,0.39
gpt4o,PARTYGOER,0.82,1.22,1.18,1.203,0.559
gpt4o,PASSENGER SHIP,0.39,1.483,1.138,0,0.754
gpt4o,PATIO,0,0,0,0,0
gpt4o,PEEWEE,0,0.39,0,0,0
gpt4o,PERCEPTIBLY,0,0.4,1.863,0.78,0
gpt4o,PERILOUSLY,0.8,0.759,0.78,0.39,0.78
gpt4o,PERSISTENT,0.42,0.632,0.49,0,1.152
gpt4o,PESSIMISM,0,0.379,0.805,0.39,0.8
gpt4o,PLACENTA,0,0.39,0,0,0.912
gpt4o,POLITICIAN,0,0.885,1.203,1.627,0.98
gpt4o,POSTMODERNIST,0,0,0.4,0,0
gpt4o,PRECARIOUS,0.78,1.183,0.885,0,0
gpt4o,PRECOLLEGE,0,0,0.759,0,0
gpt4o,PREDATOR,0.31,0.632,0.49,0,0.775
gpt4o,PREMARITAL,0.379,0.4,0.49,0,0.41
gpt4o,PRIME,0,1.183,0.704,0.4,0.39
gpt4o,PRIMITIVE,0.42,0.49,0.49,0,0.657
gpt4o,PROBATION OFFICER,0.78,0.903,1.152,1.483,0.8
gpt4o,PROHIBIT,0,1.746,0.775,1.931,0.39
gpt4o,PROP UP,1.17,1.18,0.379,0,1.035
gpt4o,PROTESTOR,0.775,1.22,1.23,1.764,0.498
gpt4o,PRUDISHNESS,0,0,0.49,0,0.657
gpt4o,PSYCHO,0,0.759,0.82,0.39,0.8
gpt4o,QUILL,0,1.647,0,0,0.39
gpt4o,REBUILD,1.507,0.921,0.704,0,0.912
gpt4o,RECONNECT,0.39,0.903,0.805,0.39,0.748
gpt4o,REEDUCATION,0.4,1.095,1.787,0.754,0.39
gpt4o,REGENERATE,0.456,0.632,0.456,0.39,0.885
gpt4o,REGRESSION,0,0,0.39,0.39,0
gpt4o,REINITIATE,0.4,0.62,1.746,0.78,0.78
gpt4o,RESIDUAL,0,0.78,0.759,0,0
gpt4o,REVIVING,0.657,1.411,1.024,1.152,0.358
gpt4o,REWARD,0.379,0.49,0.49,0.379,0.82
gpt4o,REWASH,0,1.61,0,0,0
gpt4o,RHINO,0,0,0,0,0
gpt4o,RINGING,0,0.8,0.657,1.706,0
gpt4o,RIPEN,0,0,0,0,0.39
gpt4o,ROAMING,1.062,0.775,0.379,0,1.11
gpt4o,ROCKSTAR,1.024,1.135,1.18,1.152,0.559
gpt4o,SACREDNESS,0,0,0.39,0,0
gpt4o,SADLY,0,0.456,0.921,0.912,0.456
gpt4o,SAFFLOWER,0,0.4,0,0.39,0
gpt4o,SALTING,0,0.903,0.39,1.11,0.4
gpt4o,SANDBLASTER,0,1.673,0.379,0,0.912
gpt4o,SCAPEGOAT,0,0.42,0.82,0.78,0.8
gpt4o,SCRUPULOUSLY,0.39,1.411,1.035,0.912,0.775
gpt4o,SEALER,0,1,0.4,0,0
gpt4o,SEEDER,0,1.647,0,0,0.78
gpt4o,SENILE,0,0,0.8,0,0
gpt4o,SEPTEMBER,0,0,0,0,0
gpt4o,SEXPLOITATION,1.17,0.839,0.805,0.78,1.095
gpt4o,SHARPENER,0,1.035,0.4,0,0
gpt4o,SHED,0,1.183,0,0,0
gpt4o,SHENANIGAN,0.78,0.704,0.82,0.754,0.748
gpt4o,SHIRTLESS,0,0,0,0,2.28
gpt4o,SHIVERING,0.894,0.632,1.17,0,1.787
gpt4o,SHUTTERBUG,0,1.183,1.138,0.4,0.39
gpt4o,SIEVE,0,1.414,0,0,0.39
gpt4o,SILLY,0,0.456,1.145,0.754,0.754
gpt4o,SILVERSMITH,0,1.897,0.4,0.39,0
gpt4o,SKIRTED,1.863,0.39,0.759,0,0.39
gpt4o,SLOUCH,0,0,1.855,0,0.894
gpt4o,SNIPPING,0,1.491,0.78,0.39,0
gpt4o,SNUFFBOX,0,1.414,0,0,0
gpt4o,SOLICITOR,0.39,1.521,1.22,1.92,0.775
gpt4o,SPANK,0,1.61,0,0,1.17
gpt4o,SPARE PARTS,0,0.912,0.379,0,0.78
gpt4o,SPECIALTY,0,0.49,0.39,0.39,0
gpt4o,SPINDLING,0,1.203,0.4,0,0
gpt4o,SPINOUT,1.947,0.754,0.759,0,1.183
gpt4o,STEREO,0,1.035,0.4,1.17,0
gpt4o,STEW,0,0.657,0.39,1.699,0.456
gpt4o,STREAMLINED,0.456,1.368,0.704,0,0
gpt4o,SUBSTITUTING,0.42,1.414,0.4,0.379,0.82
gpt4o,SUNDRESS,0.39,0.456,0,0,0.754
gpt4o,SUPERIORLY,0.39,0.41,1.342,0.754,0.912
gpt4o,SUPPOSITORY,1.897,0.39,0,0.39,0.39
gpt4o,SURPRISED,0,0.456,0.921,0.754,0.775
gpt4o,SUSTAINABLE,0,0.8,0.39,0.39,0
gpt4o,SWIFTLY,1.787,0.775,0.42,0,0
gpt4o,SYNCHRONIZED,1.183,0.903,0.41,0,1.02
gpt4o,SYNDICATION,0,1.17,0.759,0.4,0
gpt4o,TABLEWARE,0,1.166,0,0,0
gpt4o,TAKE,1.265,1.391,0.754,0.39,0.39
gpt4o,TALLER,0,0,0,0,0
gpt4o,TARPAPER,0,0.754,0,0,0
gpt4o,THICKHEADED,0.4,0.379,1.787,0,0.39
gpt4o,TIARA,0,0.39,0.42,0,0
gpt4o,TRACKER,1.2,1.028,0.754,0,0
gpt4o,TRANQUIL,0,0,0.748,0,1.152
gpt4o,TUNNEL VISION,0,0,1.673,0,0
gpt4o,TURMOIL,0.39,0.759,0.447,0.39,1.02
gpt4o,TYPOGRAPHER,0,1.939,0.39,0.39,0
gpt4o,UNAMBIGUOUSLY,0,0.379,0.805,1.183,0.4
gpt4o,UNCONFORMITY,0.379,0.4,0.748,0,0.82
gpt4o,UNCONTROLLED,0.759,0.748,0.49,0,1.152
gpt4o,UNDERNUTRITION,0,0,0.754,1.857,1.035
gpt4o,UNDERSTANDINGLY,0.4,1.051,1.787,1.863,0.39
gpt4o,UNFOUNDEDLY,0,0,1.138,0,0
gpt4o,UNHEALTHFUL,0,0.379,0.41,0.39,1.02
gpt4o,UNINTERRUPTIBLE,0,0.759,0.41,0.39,0.4
gpt4o,UNKNOWABLY,0,0,0.39,0.39,0
gpt4o,UNLOCKED,0,0.754,0,0,0.39
gpt4o,UNMANAGEABLY,0,0.4,0.456,0.39,0
gpt4o,UNPURIFIED,0.379,0.4,0.4,0,0.754
gpt4o,UNRUSHED,0.379,0.4,0.49,0,1.024
gpt4o,UNSKILLED,0,0.759,0.657,0.39,0.894
gpt4o,UNTHINKING,0.379,0,1.2,0,1
gpt4o,UNTIDY,0.39,1.11,1.138,0,0.39
gpt4o,UNTURNED,0,0.39,0,0,0
gpt4o,UNVEILING,0,0.903,1.183,1.11,0
gpt4o,UNVISITED,0,0,0.39,0,0
gpt4o,VALIANTLY,0.775,0.632,0.41,0.39,0.704
gpt4o,VENDINGMACHINE,0,0.912,0,0,0.78
gpt4o,VICIOUS,0.39,1.095,1,0.39,1.166
gpt4o,VILLA,0,0.39,0.379,0,0.39
gpt4o,VOLATILITY,0,0.4,0,0.39,1.051
gpt4o,WARPING,0.759,1.203,0.4,0,0
gpt4o,WASHED OUT,0.456,0.657,1.518,0,0.78
gpt4o,WATCH OVER,0,1.521,1.625,0,0
gpt4o,WATER METER,0,0.754,0.379,0,0.39
gpt4o,WAYWARD,0.8,0.759,0.754,0.39,0.78
gpt4o,WEATHERTIGHT,0,0,0,0,0
gpt4o,WEBBING,0,0.775,0,0,0
gpt4o,WHITEFISH,0,0.456,0.39,1.183,0
gpt4o,WHOOPING,0,0.657,1.315,0.894,0.456
gpt4o,WISTFUL,0,0,1.746,0,0
gpt4o,WORSEN,0.379,0.49,0.49,0.379,0.82
gpt4o,WRAITHLIKE,0,0,0.456,0,0
gpt4o,WRITHE,0.805,0.8,0.39,0,0.903
gpt4o,YIPPEE,0,0.39,1.22,1.389,0.39
gpt4o,ZAP,0,1.711,0.379,0,0
gem15,ABBREVIATE,0,1.17,1.491,2,0
gem15,ABODE,0,0,1.897,0,0
gem15,ABSCESSED,0,0,0,2,1.2
gem15,ABYSS,0,0,0,0,2
gem15,ACCORDANCE,0,0,1.793,0,1.2
gem15,ADJUNCT,0,0,2.449,0,0
gem15,ADJUSTMENT,0.8,1.414,2.28,0,0
gem15,AERIAL,0,0,0,0,0
gem15,AERIALLY,0,0,0,0,0
gem15,AFFECTIVE,0,0,2.098,0,2
gem15,AFTERSALE,0.78,1.183,1.949,0,1.96
gem15,AFTERSHAVE,0,1.949,0,2.059,0
gem15,AGING,0,0,0,0,1.2
gem15,ALERTNESS,0,0,0.934,0,0
gem15,ALLUSIVELY,0,0,1.491,0,0
gem15,ALOE VERA,0,1.513,0,0,0
gem15,ALWAYS,0,0,1.863,0,2
gem15,AMBITIOUSLY,0.78,0.78,1.947,0.8,0
gem15,AMERICANIZE,0,0,0.934,1.559,0
gem15,AMID,0,0,1.949,0,0
gem15,ANTLER,0,0,0,0,0
gem15,APPLY,0.39,1.308,0.4,0,0.379
gem15,APPRECIATORY,0,0,0.934,0.8,0
gem15,ARRESTINGLY,0,0,0.894,0,0
gem15,ASSASSIN,0.78,0.955,0.39,0,1.939
gem15,ASSIGNMENT,0,1.897,2.098,0,2
gem15,ATMOSPHERE,0,0,0,0,0
gem15,ATOMIC,0,0,2.28,0,0
gem15,AUCTION OFF,0,1.92,1.949,2,0
gem15,AVAIL,0,0,0.894,0,0
gem15,BALCONY,0,0,0,0,0
gem15,BASEBALL BAT,1.96,0.934,0,0,0
gem15,BEFOUL,0.78,0.78,0,1.96,0
gem15,BEFUDDLEMENT,0,0,0.934,0,0
gem15,BEHAVIORAL,0,0,2.449,0,0
gem15,BEIGE,0,0,0,0,0
gem15,BELATEDNESS,0,0,1.863,0,2
gem15,BEND,1.051,2.315,0,0,1.6
gem15,BILLFOLD,0,1.342,0,0,0
gem15,BIMOLECULAR,0,0,1.947,0,0
gem15,BIOSPHERE,0,0,2,0,0
gem15,BLOCKHEADED,0,0,1.549,0,0
gem15,BLUECOAT,1.857,1.897,0,0,1.96
gem15,BODY BUILDING,1.625,1.947,1.17,0,0.934
gem15,BOMB,0,1.711,0,0,2
gem15,BOO,0,0,1.947,0.4,0
gem15,BOUNDLESS,0,0,2.28,0,0
gem15,BRAINCHILD,0,0,2.098,0,0
gem15,BRAINS,0,0,0.894,0,0
gem15,BUBBLER,0,1.949,0,1.939,0
gem15,BUDGET,0,0,2.449,0,0
gem15,BUREAUCRAT,0.759,0.82,1.793,1.897,1.265
gem15,BUSTED,0,0,1.897,0,2
gem15,CALL GIRL,0,1.949,1.949,1.939,0
gem15,CAMPER,1.931,1.445,0,0,2.245
gem15,CANCER,0,0,2.077,0,0
gem15,CASING,0,1.265,0,0,0
gem15,CENT,0,1.897,0,0,0
gem15,CHALLENGE,0,0.912,1.793,0.8,1.265
gem15,CHART,0,1.757,1.117,0,0
gem15,CHEERFULNESS,0,0,0.934,0.8,0
gem15,CHEMISTRY,1.2,1.949,0.934,0,0
gem15,CHOREOGRAPH,1.47,1.671,1.117,0,0
gem15,CHURCHMAN,0,0,2.098,1.949,0
gem15,CIVIL SUIT,0,1.949,0.934,1.559,0
gem15,CLEANER,0.78,0.955,0,0,1.96
gem15,CLEANUP,0.912,1.308,0.4,0,0.379
gem15,CLEARINGHOUSE,0,1.17,1.92,0,0
gem15,CLERGY,0,0,2.098,1.949,0
gem15,CLIMATOLOGIC,0,0,2.449,0,0
gem15,CLING TO,2,1.342,0,0,1.152
gem15,CLOWNERY,0.379,0.626,1.793,1.265,1.265
gem15,COIL,0,1.342,0,0,0.78
gem15,COLLATERALLY,0,0,1.863,0,2
gem15,COLONIZE,0,0,2.449,0,0
gem15,COLOR,0,0,2.28,0,0
gem15,COMATOSE,0,0,0,0,0
gem15,COMBUST,0,0,0,0,0
gem15,COMMOTION,0.39,0.39,1.931,1.96,0
gem15,COMPATIBILITY,0,0,2.098,0,0
gem15,COMPLICATED,0,0,1.947,0,0
gem15,COMPOSITIONALLY,0,0,2.449,0,0
gem15,COMPROMISING,0,0.78,1.793,1.47,1.2
gem15,CONFUSABILITY,0,0,2.098,0,0
gem15,CONGRUOUSLY,0,0,1.92,0,0
gem15,CONSTITUTION,0,1.949,0.934,0,0
gem15,COPE WITH,0,0,2.098,0,2
gem15,COPYHOLDER,0,1.265,1.949,0,0
gem15,CORPSE,0,0,1.897,0,0
gem15,CRACKERS,0,1.972,0,2.059,0
gem15,CRITTER,0,0,0,0,0
gem15,CULMINATION,0,0,1.92,0,0
gem15,CURATIVE,0,1.17,1.793,0,1.2
gem15,CUTLET,0,1.972,0,2.059,0
gem15,DEACTIVATION,0,2.449,2.28,0,0
gem15,DEBARK,1.748,1.939,0,0,0
gem15,DECADENT,0,0,1.949,2.449,0
gem15,DECENTNESS,0,0,1.931,0,0
gem15,DECORATIVE,0,2,0,0,0
gem15,DEFERRED,0,0,2.098,0,2
gem15,DEFINITELY,0,0,2.449,0,0
gem15,DEFINITIVE,0,0,2.098,0,0
gem15,DEFORMED,0,0,1.897,0,2.449
gem15,DEGREASER,0.8,1.342,0,0,0
gem15,DEMOGRAPHICALLY,0,0,2.098,0,0
gem15,DEODORANT,2,1.931,0,0,0
gem15,DEPARTMENTALIZE,0,0,1.793,0,1.2
gem15,DEPRECIATIVELY,0,1.949,1.863,1.897,2
gem15,DETACHER,0.78,0.955,0,0,1.96
gem15,DISENTANGLEMENT,1.095,1,2.28,0,0
gem15,DISORIENT,0,0,1.706,0,2
gem15,DISPROOF,0,0,2.098,1.949,2
gem15,DISRESPECTFUL,0,0.78,1.793,2.059,0.8
gem15,DISSECT,1.96,0.934,1.17,0,0.78
gem15,DOGLIKE,2.449,0,1.897,0,2
gem15,DOUGH,0,1.972,0,2.059,0
gem15,DOZE,0,0,2.096,0,1.939
gem15,DRAGGED,1.414,1.897,0,0,1.6
gem15,DREARILY,0,0,2.449,0,0
gem15,DRUDGE,1.931,0.955,1.949,0,2.04
gem15,DRY CLEANER,0.78,0.955,0,0,1.96
gem15,EARLY,0,0,1.863,0,2
gem15,ECONOMY,0,0,0.894,0,2
gem15,EIGHT,0,0,1.914,0,0
gem15,ELECTROMETER,0,1.342,0,0,0
gem15,EMERGENCY EXIT,0.78,1.647,2,0,0
gem15,EMULATOR,0,1.183,2.096,0,1.939
gem15,ENGAGED,0,0,2.098,0,2
gem15,ENTRENCHMENT,0,0,2.449,0,0
gem15,ENTREPRENEURSHIP,0,1.559,1.914,1.6,1.6
gem15,EPILEPSY,0,0,2.098,0,2.449
gem15,EROGENOUS,0,1.183,0,2.227,0.8
gem15,EVOLVEMENT,0,0,2.449,0,0
gem15,EXCOMMUNICABLE,0,0,2.449,0,0
gem15,EXPRESSION,0,0,0.934,2.245,0
gem15,EXTENDIBILITY,0,1.863,1.949,0,2
gem15,EXTENSIVELY,0,0,2.449,0,0
gem15,EXTRACTIVE,0,1.265,0,0,0
gem15,EXTREMISM,0,0,2.098,0,0
gem15,EYE DROPS,2,1.673,0,0,0
gem15,EYEWASH,2,1.931,0,0,0
gem15,FACTORY,0,0.78,2,0,0
gem15,FANGED,0,0,1.949,0,0
gem15,FAT CAT,0,0,0,0,1.939
gem15,FIENDLIKE,0,0,1.897,0,2
gem15,FILMGOER,0.78,0,2,0,0
gem15,FIND,1.931,1.183,2.096,0,1.939
gem15,FIREBOAT,0,2,0,0,0
gem15,FIRECRACKER,0,0.754,0,0,0
gem15,FLAMMABLE,0,0,2,0,0
gem15,FLUTE,0,1.972,0,0,0
gem15,FOODSTUFF,0,1.857,0,2.059,0
gem15,FORBIDDINGLY,0,0,2.098,0,0
gem15,FORMALLY,0,0,2.098,1.949,0
gem15,FOSTER,0,0,0.894,0,2
gem15,FRIDAY,0,0,1.914,0,0
gem15,FROWN,0,0,0.894,0,0
gem15,FRUIT SALAD,0,1.857,0,2.059,0
gem15,FUMIGANT,0,1.368,0,0,1.2
gem15,FUNERAL HOME,1.2,0,1.559,1.559,0
gem15,GARTER BELT,0,1.265,0,0,0
gem15,GHASTLY,0,0,1.117,0,0
gem15,GOOGLE,0,1.757,1.117,0,0
gem15,GRADER,0,1.787,2.449,0,0
gem15,GRANDBABY,0,0,0,0,0
gem15,GREENISH,0,0,0,0,0
gem15,GULP,0,0,0,0,0
gem15,GUSHINESS,0,0,1.897,2.315,0
gem15,HAILSTORM,0,0,0,0,0
gem15,HALFCOCKED,0,0,1.117,0,0
gem15,HAPPEN,0,0,1.949,0,0
gem15,HARM,0.759,1.183,1.897,0.8,1.265
gem15,HAVOC,0,0,1.897,0,2
gem15,HEMOPHILIA,0,0,0,0,2
gem15,HETEROSEXUAL,0,0,1.793,0,1.2
gem15,HIGHHANDED,0,1.897,2.098,0,0
gem15,HIMSELF,0,0,1.897,0,0
gem15,HINDRANCE,0,0,2.449,0,0
gem15,HOMESTEAD,1.931,1.183,0,0,2.245
gem15,HOUSEMASTER,0,0,2.449,0,0
gem15,HYSTERIC,0,0,0.894,0,0
gem15,ICING,0,2.28,0,2.449,0
gem15,ILLNESS,0,0,2.077,0,0
gem15,IMMIGRANT,1.2,0,1.949,0,0
gem15,IMPOLITE,0,0,1.857,1.96,0
gem15,INAUDIBILITY,0,0,0,0,0
gem15,INAUGURAL,0,1.949,0.934,1.559,0
gem15,INDIRECTLY,0,0,2.449,0,0
gem15,INFLAMER,0,0,2.449,1.949,0
gem15,INFLAMING,0,0,2.077,2.245,0
gem15,INFLEXIBLY,0,0,2.28,0,0
gem15,INSTITUTIONAL,0,0,0,0,0
gem15,INSTRUMENTALLY,2,2.098,1.897,0,0
gem15,INTERCEPT,2.449,2.098,2.098,0,2
gem15,INTERGROWTH,0,0,0,0,0
gem15,INTERN,0,1.897,2.098,1.949,2
gem15,INTERNALIZATION,0,0,0.894,0,2.449
gem15,INTOXICATING,0,0,1.949,2,0
gem15,KEEL,0,1.857,0,0,0.78
gem15,KEYCARD,0,1.342,0,0,0
gem15,KIND,0,0,2.077,0.8,0
gem15,KLUTZINESS,0.8,1.17,0,0,0
gem15,LAG,0,0,0,0,0
gem15,LASER,0,0,0,0,0
gem15,LEAFLET,0.78,0.955,0,0,0.8
gem15,LEANNESS,0,0,0,0,1.259
gem15,LESSENING,0,0,1.949,0,2
gem15,LIGHT BEAM,0,0,0,0,0
gem15,LIGHTLESS,0,0,0,0,0
gem15,LIGHTSWITCH,0,1.342,0,0,0
gem15,LINGUAL,0,0,1.949,0,0
gem15,LIPID,0,0,2.28,0,0
gem15,LIVER,0,0,0,0,1.138
gem15,LOGROLLING,1.57,1.265,0,0,1.6
gem15,LOOPING,2,1.342,0,0,0
gem15,LOOSELY,0,0,2,0,0
gem15,LOOSENESS,0,0,1.897,0,2
gem15,LUSTROUSLY,0,0,0,0,0
gem15,MAKEOVER,1.265,0.955,0,0,0
gem15,MANLY,0,0.78,1.793,0,1.2
gem15,MARBLING,0,2.245,0,0,0
gem15,MARRIED,0,0,2.098,0,0
gem15,MAY,0,0,0.894,0,0
gem15,MEAL,0,1.857,0,2.059,0
gem15,MEGAWATT,0,0,0,0,0
gem15,MICROCOMPUTER,0,1.342,1.949,0,0
gem15,MIDTERM,0,1.445,2.096,0,2
gem15,MIRTH,0,0,2.098,0,2
gem15,MISAPPROPRIATE,0,1.949,2.049,0,0
gem15,MISCHARACTERIZE,0,0,2.077,1.939,0
gem15,MONEYMAKER,0,0.632,1.793,0.8,1.2
gem15,MONOCLE,0,2,2.28,0,0
gem15,MOVE ON,1.931,1.673,1.863,0,1.939
gem15,MULL OVER,0,0,0.894,0,2
gem15,MULTISPECIES,0,0,2.449,0,0
gem15,NATIONALISM,0,0,1.793,0,1.2
gem15,NEARSIGHTEDNESS,0,0,2.28,0,0
gem15,NEEDS,0,0,2.098,0,2
gem15,NEWSMONGER,0,1.17,1.793,2.449,1.2
gem15,NONCURRENT,0,0,1.863,0,2
gem15,NONPRODUCTIVELY,0,0,1.897,0,1.2
gem15,NONRESISTANT,0,0,2.449,0,0
gem15,NONSOCIAL,0,0,1.793,0,1.2
gem15,NOSEPIECE,2,1.673,1.949,0,0
gem15,NOUN,0,0,1.491,0,0
gem15,OLD FASHIONED,0,0,2.098,0,0
gem15,OSCILLATE,0,0,0,0,0
gem15,OUGHT,0,0,0.894,0,0
gem15,OUTPOUR,0,0,1.897,2.449,0
gem15,OUTRUN,1.549,0,0,0,0
gem15,OUTTAKE,0,1.17,1.92,0,0
gem15,PAPYRUS,0,2.449,0,0,0
gem15,PARTYGOER,0.78,0.78,1.673,1.897,0.759
gem15,PASSENGER SHIP,1.17,1.359,0,0,2.245
gem15,PATIO,0.8,0.78,0,0,0.78
gem15,PEEWEE,0,0,0,0,0
gem15,PERCEPTIBLY,0,0,2.449,0,0
gem15,PERILOUSLY,1.2,0,1.92,0,0
gem15,PERSISTENT,0,0,2.098,0,2
gem15,PESSIMISM,0,0,1.528,0,1.2
gem15,PLACENTA,0,0,0,0,2.449
gem15,POLITICIAN,0.759,1.183,1.793,1.897,1.265
gem15,POSTMODERNIST,0,0,2.049,1.897,0
gem15,PRECARIOUS,0,0,1.863,0,1.939
gem15,PRECOLLEGE,0,1.931,2.096,0,2
gem15,PREDATOR,2.449,2.098,1.897,0,2
gem15,PREMARITAL,0,0,2.098,0,0
gem15,PRIME,0,0.39,1.863,0,1.939
gem15,PRIMITIVE,0,0,1.897,0,0
gem15,PROBATION OFFICER,0.759,1.183,1.793,1.897,1.265
gem15,PROHIBIT,0,0,2.077,2.059,0
gem15,PROP UP,0.379,1.265,0,0,1.6
gem15,PROTESTOR,0.78,0.78,1.787,1.96,0.759
gem15,PRUDISHNESS,0,0,2.098,0,0
gem15,PSYCHO,0,0.912,1.793,1.265,1.265
gem15,QUILL,0,1.265,0,0,0
gem15,REBUILD,1.931,1.062,1.863,0,1.939
gem15,RECONNECT,0,1.17,1.793,1.2,1.2
gem15,REEDUCATION,0,0,0.934,1.559,0
gem15,REGENERATE,0,0,2.449,0,0
gem15,REGRESSION,0,0,2.449,0,0
gem15,REINITIATE,1.2,1.17,0.934,1.559,0
gem15,RESIDUAL,0,0,1.949,0,2
gem15,REVIVING,0,1.949,2.077,0.8,0
gem15,REWARD,0,0,1.897,0,0
gem15,REWASH,0,1.342,0,0,0
gem15,RHINO,0,0,0,0,0
gem15,RINGING,0,0,2,0,0
gem15,RIPEN,0,0,0,0,2.449
gem15,ROAMING,1.654,0,0,0,0
gem15,ROCKSTAR,0.78,1.857,1.931,1.96,0
gem15,SACREDNESS,0,0,2.077,0,0
gem15,SADLY,0,0,0.934,0.8,0
gem15,SAFFLOWER,0,0,2,0,0
gem15,SALTING,0,1.152,0,1.2,0
gem15,SANDBLASTER,0,1.265,0,0,0
gem15,SCAPEGOAT,0,0,1.793,0,1.2
gem15,SCRUPULOUSLY,0,0.78,1.947,0,0
