source,word,aoa,arousal,conc,dom,fam,image,size,gender,valence,humor,social
gpt35,flourish,5.78,5.66,4,6.62,4.78,5.54,4.7,5.16,7.2,2.8,4
gpt35,food,2.7,5.24,6.54,5.58,6.62,6.14,4.3,4,6.26,2.5,4
gpt35,forehead,4.08,3.8,5.8,4.14,4.7,4.76,3.7,5,4.8,2.16,2.8
gpt35,forge,4.62,5.98,5.6,5.2,4.4,5.1,5.1,4.58,5.08,2.3,4.1
gpt35,fortress,4.88,5.94,6.28,6.26,4.74,5.6,6.3,6.22,6,2.2,4.1
gpt35,fraud,5.92,6.2,3.5,2,4.16,3.62,3.8,6.02,1.86,1.6,4.9
gpt35,freedom,4.26,7.2,4.16,8.06,6.3,6.1,5.2,4.2,8.2,3.2,5.7
gpt35,function,4.78,4.8,4.6,5.4,5.8,5.16,4.4,5.68,5.22,2.1,3.6
gpt35,fuss,4.68,5.06,3.74,3.46,4.34,4.24,2.9,5.06,3.7,2.34,4
gpt35,gain,3.98,5.4,4.72,6.36,4.94,4.86,4.18,5.94,6.4,2.2,3.8
gpt35,game,2.88,6.66,5.5,6.26,6.2,5.8,4.1,4.7,5.9,3.3,4.3
gpt35,garbage,4.5,3.58,6.16,2.72,5.24,4,3.9,5.7,2.46,1.64,3.6
gpt35,giraffe,4.8,5.14,6.54,4.9,5.2,6.46,5.7,4.4,6.44,3.3,2.9
gpt35,gist,4.44,4.32,4,4.82,4.52,4.84,3.56,4.5,5.06,2.2,2.8
gpt35,glacier,4.18,3.7,6.56,5.06,4.88,5.76,6.2,4.9,5.7,2,2.5
gpt35,glee,4.44,6.26,4,6.28,5.08,5.3,3.36,3.92,7.36,3.5,3.8
gpt35,gloom,4.28,3.6,3.42,2.84,4.04,3.82,3.5,4.4,2.5,1.6,2.4
gpt35,goose,3.7,4.68,6.1,3.62,5.32,5.42,4.5,5.02,5.5,2.4,3.9
gpt35,greed,4.04,7.3,2.86,3.26,4.92,3.48,4.24,6,2.16,1.5,4.04
gpt35,grind,4.12,4.54,5.14,4.44,4.14,4.58,3.9,4.3,3.4,2,2.9
gpt35,guilt,5,4.7,4.2,3.04,5.06,4.58,3.98,5.32,2.86,2,4.3
gpt35,guitar,4.92,5.94,6.1,6.16,5.78,5.8,4.38,5.5,6.14,2.8,4.26
gpt35,hall,3.48,4.06,6.02,5.04,5.2,5.2,4.24,5,5.6,2.1,3.54
gpt35,ham,3.3,4.2,6.2,4.48,4.9,4.96,3.5,6.04,5.1,2.6,2.9
gpt35,hammock,5.3,4.32,5.7,4.64,4.48,4.84,3.94,4.4,5.5,2.9,3.4
gpt35,hand,2.76,4.4,6.28,5.4,6.5,5.9,3.9,5.94,5.48,2.3,4.1
gpt35,handle,4.18,4.94,5.7,5.38,5.7,5.44,3.9,4.28,5.42,2.3,3.8
gpt35,harvest,4.36,5.84,5.8,6,5.3,5.5,5.1,5.7,6.3,2.8,4.3
gpt35,hate,4.32,5.12,2.7,2.2,4.9,3.06,2.96,5.6,1.8,1.4,4.1
gpt35,head,3.46,4.64,5.8,5.2,6.28,5.5,3.72,4.86,5.1,2.2,3.38
gpt35,health,3.42,5.24,5.7,6.46,6.22,5.96,4.3,5,7.2,2.5,4.6
gpt35,heaven,4.58,5.3,4.34,7.34,6.42,6.44,6.12,4.4,8.24,2.9,2.7
gpt35,hit,3.2,5.7,5.3,4.54,5.7,5,3.8,5.02,4.14,2.1,3.8
gpt35,honey,3.44,4.9,5.5,5.92,5.84,5.94,3.6,4.1,6.8,3.2,3.3
gpt35,hope,3.2,5.72,3.8,6.6,6,5.9,4,4,8.18,3,4.1
gpt35,hostage,5.2,5.88,3.44,2.5,4.2,4.16,5,5,2.2,1.7,5.6
gpt35,hostess,4.54,4.92,5.18,5.2,4.74,4.86,4,3.96,5.48,2.2,4.1
gpt35,hurdle,4.74,5.9,5.2,4.42,4.6,4.6,4.4,4.4,4.1,2.7,3.6
gpt35,husband,4.34,4.56,5.7,5.4,6.02,5.28,4.6,6.6,5.5,2.6,5.2
gpt35,impress,4.66,6.02,4.4,6.14,5.26,5.6,4.74,4.46,6.56,2.5,4.2
gpt35,incest,6.5,4.48,2.7,1.84,2.2,2.14,3.24,4.28,1.6,1.2,6
gpt35,island,3.94,5.24,6.46,5.52,6.02,6,5.3,5.34,6.06,2.5,3.5
gpt35,issue,4.1,4.94,4.5,4.4,6.22,4.98,4.1,4.02,4,2.1,4.3
gpt35,item,3.46,4.26,5.5,4.8,5.82,5.16,3.68,5.3,5.3,2.3,3
gpt35,jacket,3.98,4.7,6.02,5,5.68,5.2,3.9,5.8,5,2.3,3.5
gpt35,jewel,4.34,5.96,6.26,6.34,5.5,5.92,4.3,4.6,7.1,2.8,3.1
gpt35,jungle,4.52,6.3,6.2,4.6,5.2,5.74,5.8,5.62,4.8,3.2,3.1
gpt35,junk,4.68,5,4.28,2.82,4.14,3.46,3.9,5.7,2.92,1.8,2.8
gpt35,justice,3.96,6,5.42,7.1,6.02,5.88,5.34,5.7,6.9,2.6,5.4
gpt35,kill,4.2,6.16,5.34,2.24,4.96,3.64,4.2,4.78,1.8,1.2,5.7
gpt35,knock,3.72,5.02,5.62,3.98,5.52,4.68,3.4,5.72,4,2.4,3.2
gpt35,knowledge,4.88,4.74,5,7.06,6.3,6.12,5.1,4.4,7.1,2.8,4.5
gpt35,lace,4.04,4.58,5.72,4.62,5.22,5.5,3.54,3.4,5.9,2.5,3.5
gpt35,ladder,3.7,4.46,6,5.3,5.4,5.3,4.4,5.6,5.2,2.7,2.9
gpt35,launch,4.82,6.82,5.8,6.22,5.28,5.4,5.4,4.7,6,2.5,4.4
gpt35,leaf,3.44,3.88,6.18,4.2,5.56,5.26,2.9,4.06,5.86,2.2,2.5
gpt35,leisure,4.58,4.38,4.52,6.5,5.5,5.94,4.6,4.56,7.24,3.3,3.8
gpt35,leopard,4.88,6.66,6.68,5.1,5.48,5.86,5.6,6.08,5.24,3.1,3.6
gpt35,lettuce,3.8,3.68,6.1,4.62,5.1,5.38,3.4,3.94,5.4,2.6,2.54
gpt35,limit,4.28,3.86,4.6,4.12,5.3,4.66,4.1,5.3,4.64,2.02,2.8
gpt35,line,3.14,4.04,5.58,4.54,6.22,5.28,3.7,5.2,5,2.3,2.9
gpt35,lobster,5.12,5.54,6.12,4.46,4.4,5.38,4.6,5.7,4.6,2.7,3.2
gpt35,luck,4.02,5.06,4.5,5.72,5.1,4.62,3.72,5.36,7,2.7,2.7
gpt35,luggage,4.94,4.62,5.9,4,5.44,4.76,4.92,5.8,4.8,2,3.1
gpt35,lumber,4.58,4.34,6.32,4.62,4.82,4.46,4.6,5.4,4,1.9,3.2
gpt35,lunch,3.66,4.5,6,4.88,5.5,5.84,4.3,4.7,5.7,2.5,3.7
gpt35,lust,5,7.46,4.06,4.2,4.6,4.34,4,5.76,3.54,2.6,4.3
gpt35,malice,4.86,5,3.68,2.7,4.12,3.96,4.26,5,2.74,1.7,4.2
gpt35,mammal,4.1,4.3,6.1,4.4,5.08,5.62,4.8,5.3,5.4,2.1,3.4
gpt35,mansion,4.6,5.26,6.46,6.14,5.5,6.06,5.9,5.9,6.96,2.6,4.1
gpt35,marvel,4.98,6.3,4.6,6.5,5.4,5.88,5.3,5,7.24,3.2,4.1
gpt35,mate,3.8,4.74,5.32,5.52,5.3,5.04,4.1,5.74,5.8,2.7,3.7
gpt35,melon,3.62,4.34,6.32,4.86,5.14,5.58,3.74,4.6,6.2,2.8,2.5
gpt35,menace,5.12,6.72,5.1,3.8,4.2,4.46,4.8,6.02,3,2.4,4.7
gpt35,merchant,4.74,4.64,5.56,5.5,5.02,5.04,4.8,5.4,5.2,2.36,4.9
gpt35,message,3.9,5.24,4.9,5.1,6.1,5.44,4,5.04,5.58,2.4,4.1
gpt35,metal,3.92,4.52,6.14,5.26,5.86,5.52,4.94,5.7,5.74,2.06,3
gpt35,methane,5.8,3.84,6.1,3.52,3.4,3.08,5.24,5.4,3.12,1.5,2.6
gpt35,method,3.76,4.7,5.3,5.86,5.98,4.76,3.92,5.3,5.3,2.1,2.42
gpt35,midst,4.34,4.3,4.58,4.64,4.54,4.16,3.5,4.92,4.8,2.1,2.6
gpt35,mirror,4.16,5.1,6,5.9,5.2,5.88,4.4,3.9,5.6,2.5,3.58
gpt35,mischief,4.86,6.34,4.3,3.96,4.94,4.72,3.66,4.1,3.5,3.2,4.2
gpt35,mistress,5.56,5.7,4.12,4.6,4.2,4.06,4.7,2.8,3.08,1.9,5.1
gpt35,model,4.58,5.46,5.6,5.62,5.5,5.84,4.48,5.4,5.2,2.4,3.84
gpt35,moisture,4.9,4.7,5.4,4.1,5.2,5.08,3.7,4.2,4.74,2.46,2.9
gpt35,moment,3.9,4.96,4.9,4.88,5.96,5.46,3.8,4.76,5.02,2.34,3.8
gpt35,monarch,5.2,6.26,5.8,7.28,5.42,5.66,5.6,6.5,6.64,2.5,4.64
gpt35,monkey,3.4,5.14,5.6,3.4,5.36,4.74,4.1,5.9,4.02,3.62,4.6
gpt35,monster,4.98,6.1,5.5,2.86,5.06,4.96,5.8,5.8,3.04,3.1,3.8
gpt35,mood,4.06,4.9,4.2,4.4,5.7,5.54,3.8,4.1,5.18,2.4,3.7
gpt35,morsel,4.7,4.24,5.5,4.12,4.06,4.72,2.8,3.9,4.9,2.5,3.5
gpt35,moth,3.84,3.96,5.7,3.66,4.5,4.68,2.9,4.46,3.8,2,2.3
gpt35,mother,2.34,4.92,6.1,6.7,6.48,6.1,5.1,3.2,6.9,2.9,5.22
gpt35,mug,3.56,4.64,5.8,3.9,5.4,4.74,3.6,5.44,4.8,2.36,3.2
gpt35,mural,4.88,5.06,5.76,5.28,4.6,5.54,4.5,4.9,6.02,2.5,3.58
gpt35,myth,4.2,4.98,3.94,4.58,4.9,5,4,3.7,5,2.6,4.1
gpt35,necklace,4.84,4.84,5.76,5.36,5.3,5.98,4.1,3.48,5.92,2.7,4
gpt35,nectar,5.32,4.96,5.6,5.38,5.18,5.56,4.52,4.16,6.86,2.8,3.3
gpt35,needle,4.2,4.74,5.38,4.1,5.14,4.76,3.2,5.3,4.26,2.18,3.42
gpt35,neglect,4.78,3.74,3.9,2.84,4.5,3.76,3.82,4.5,2.7,1.8,4.7
gpt35,neutral,4.6,4.4,3.78,4.9,4.6,4.6,3.9,3.5,5,2.9,3.56
gpt35,notion,4.08,4.42,3.36,5.3,5.06,5.02,3.8,4,5.1,2.4,3.46
gpt35,nuisance,4.66,5.28,4.3,2.88,4.6,4.3,3.7,4.68,3,2,3.8
gpt35,nurture,4.52,4.58,4.22,6.14,5.1,5.38,4.5,3.76,6.98,2.7,4.3
gpt35,office,4.3,4.92,6,5.44,6.38,5.44,4.72,5.8,5.2,2.2,4.3
gpt35,ordeal,5.36,5.08,4.3,2.5,4.6,4.08,4.64,5.28,2.76,1.6,4.34
gpt35,outrage,4.86,7.02,3.76,3.02,4.68,4.1,4.6,5,2.7,2,4.7
gpt35,packet,4.82,4.58,5.6,4.12,5.02,4.54,3.58,5.36,5,2.1,2.8
gpt35,palace,4.94,5.5,6.4,6.96,5.8,5.94,5.94,5.6,6.96,2.8,4.7
gpt35,pamphlet,4.82,3.98,4.52,4.3,3.82,4.52,3.6,3.44,4.04,2.2,3.7
gpt35,panther,4.64,6.8,6.16,6.66,4.86,6.06,5.3,5.9,5.06,3.1,4.38
gpt35,parade,4.42,6.82,5.44,6.32,5.4,5.94,5.2,4.5,6.2,3.4,5.1
gpt35,parrot,3.86,5.6,6.18,5.24,5.22,5.86,4.3,3.8,5.3,3.3,3.88
gpt35,passage,4.4,4.76,4.6,4.76,5.14,4.76,4,5.04,5,2.1,3.84
gpt35,passion,3.74,7.56,4.54,6.86,5.86,5.74,4.5,5,7.6,3.1,4.56
gpt35,pause,4.34,4.04,4.7,4.22,5.06,4.64,3.98,5.1,4.8,2.2,3.2
gpt35,pelvis,5.4,5,6.1,4.36,3.78,4.34,4.4,4.4,4.5,2,3.3
gpt35,pension,5.26,4.66,4.8,5.56,4.56,4.78,4.56,5.02,6.16,2.28,4.26
gpt35,people,3.92,5.14,6,5.8,6.5,6.08,5.3,5.36,5.76,2.6,5.8
gpt35,person,3.58,4.28,6.4,5.2,6.5,5.76,4.34,5.18,5.22,2.3,5.16
gpt35,pest,4,3.9,5.1,2.9,4.2,4.14,2.9,4.8,2.4,2,2.5
gpt35,phantom,5.14,4.66,4.2,4,4.54,4.14,4.26,5.7,3.46,2.38,3.66
gpt35,phase,4.32,5.38,4.5,5.16,5.1,4.82,3.86,5.16,5.32,2,3.04
gpt35,pheasant,5.1,4.8,6.1,4,4.3,4.8,4.3,5.46,4.44,2.78,3.4
gpt35,picket,4.92,4.82,5,3.62,4.26,4.2,3.74,5.66,3.4,2.4,3.6
gpt35,picture,3.16,5.22,5.64,5.84,5.84,5.94,4.1,4.9,5.64,2.5,3.6
gpt35,piece,4.12,4.38,5.32,4.72,5.64,4.98,3.74,4.96,5,2.1,3.4
gpt35,pillow,3.7,4.2,6,4.96,5.76,5.7,4,3.48,5.56,2.5,3.7
gpt35,pint,3.72,4.54,5.5,4.42,5.08,4.8,3.2,5.1,5,2.3,2.6
gpt35,pity,4.34,4.64,3.7,3.78,4.5,4.9,3.2,3.08,3.38,2.1,4.5
gpt35,plasma,5.62,5.4,4.96,4.72,4.42,4.44,4.6,4.8,4.82,2,3
gpt35,plea,4.26,4.2,4.32,4.26,4.64,5.26,3.8,4.3,4.64,2.34,4.4
gpt35,pleasure,4.44,6.96,3.98,6.98,5.86,6,4.36,4.2,7.7,3.32,4.6
gpt35,police,4.12,5.24,6.06,3.8,6.3,5.1,5.1,6,3.82,1.9,5.8
gpt35,portrait,4.66,4.94,5.7,5.4,5.6,6.08,4.1,5.04,6.1,2.64,4.2
gpt35,power,3.74,6.44,4.4,7.7,6.1,5.5,5.6,6.56,6.84,2.1,4.22
gpt35,prestige,5.44,6.4,4.28,7.56,5.9,5.44,5.3,5.66,7.34,2.5,4.96
gpt35,pride,4.02,6.62,4.3,7.4,5.7,6.06,4.6,6.04,7.28,2.62,4.7
gpt35,prince,4.42,6.12,5.8,5.84,5.2,5.8,5.1,4.8,6.3,2.4,4.7
gpt35,princess,4.36,5.86,5.3,7,5.5,5.66,4.8,3.6,6.5,3.2,4.4
gpt35,prison,5.14,4.5,5.6,2.88,5.56,4.34,4.92,5.02,2.5,1.4,5.76
gpt35,product,3.98,4.82,5.6,5.14,5.7,4.78,4.7,5.2,5.2,2.14,3.9
gpt35,progress,4.86,6.22,4.9,6.1,6,5.64,5.3,5.72,6.86,2.4,4.36
gpt35,project,4.4,5.64,4.98,5.68,5.44,5.26,4.9,5.58,5.8,2.54,4.4
gpt35,pumpkin,4.62,4.78,6,4.72,5.4,5.32,3.92,3.9,5.8,2.8,2.8
gpt35,punch,4.26,6.7,5.76,4.3,4.9,5.02,3.9,5.8,3.24,2.3,4.86
gpt35,pupil,2.96,4.56,5.76,4.36,5.4,5.08,3.9,5.06,5.42,2.1,3.3
gpt35,puzzle,4.3,5.22,5,5.06,5.2,5.34,4.3,5.08,4.3,3.2,3.5
gpt35,python,5.14,5.58,5.9,4.3,4.68,4.46,5.3,5.14,3.96,2.4,3.5
gpt35,rain,3.5,4.68,6.2,4.62,5.7,6.1,4,3.5,4.8,2.7,2.6
gpt35,rattle,4.42,5.02,4.88,3.62,4.76,4.24,3.8,5.68,3.72,2.3,3.7
gpt35,reason,4.54,4.5,4.2,6.1,6.42,5.58,4.6,5.58,6,2.5,4.2
gpt35,recall,4.68,4.3,4.56,4.54,5.32,4.8,3.94,5.08,4.74,2.2,3.4
gpt35,reject,4.34,4.36,3.7,3.68,4.7,4.4,3.8,4.1,2.6,1.9,4
gpt35,report,4.64,4.46,4.5,5.94,5.96,5.36,4.2,4.86,5.14,2.2,3.86
gpt35,reptile,4.92,5.4,6.1,3.4,4.8,4.78,4.62,6,3.58,2.1,3.4
gpt35,resort,4.66,6.26,5.2,6.08,5.3,5.36,5,5.6,6.5,3.08,4.3
gpt35,respect,4.04,5.38,5.2,7.28,6.24,5.7,4.8,5.1,7.52,2.4,5.7
gpt35,risk,4.18,6.04,4.5,4,5.6,5.1,4.1,5.6,3.74,2.2,3.7
gpt35,role,4.46,5.4,4.4,5.58,5.92,5.76,4.5,4.28,5.38,2.4,4.62
gpt35,romance,4.6,6.56,3.96,6.34,5.52,6.14,4.2,4,7.54,3.48,5.1
gpt35,rubble,5.14,3.24,6.1,3.12,4.06,4.26,5.04,5.16,3.04,1.92,2.3
gpt35,ruffle,4.94,5.34,4.4,4.4,4.08,4.66,3.5,4.64,4.28,2.54,3.6
gpt35,saloon,5,5.86,6.24,4.94,4.7,5.32,5.3,4.62,5.3,2.7,4.4
gpt35,sandwich,3.9,5.52,6,5.16,5.8,5.4,3.9,4.1,5.4,2.8,4
gpt35,scalpel,5.16,5.6,6,5,4,4.26,3.7,6.1,3.6,1.8,3.4
gpt35,script,4.92,4.3,4.9,4.68,5.4,5.1,3.4,5.28,5.1,2.2,3.3
gpt35,seed,3.28,4.48,6.2,4.5,5.5,5.1,3.2,4.64,5.56,2.28,3.06
gpt35,sentence,4.36,4.62,5,4.64,5.66,5.02,3.9,5.22,4.8,2.38,4.1
gpt35,service,4.5,4.56,5.74,5.5,6.26,5.4,4.1,5.18,6.76,2.1,4.5
gpt35,settle,4.54,4.82,5.2,5.52,5.38,5.22,4.42,5.1,5.3,2.3,3.7
gpt35,shaft,5.04,5,5.6,5.4,4.4,4.22,4.06,6.1,4.06,2.2,2.9
gpt35,shame,4.14,5.52,4.2,3.08,5.2,4.72,3.5,4.32,2.76,2,4.9
gpt35,shark,4.42,6.88,6.58,3.2,5.28,5.48,5.6,6.58,3.14,2.2,4
gpt35,shirt,3.68,4.12,6.16,5.04,5.84,5.52,4.1,5.7,5.2,2.04,3.8
gpt35,shrug,4.32,4.2,5.14,4.24,4.9,4.5,3.6,5.3,4.86,2.3,3
gpt35,signal,4.02,5.44,5.46,5.34,5.62,4.88,4.08,5.1,5.4,2.6,3.6
gpt35,sin,4.34,4.44,3.42,2.4,4.9,4.2,3.02,5.4,2.64,1.58,4.5
gpt35,sister,2.94,4.52,6.3,5.12,6.28,6.2,4.2,1.5,6.3,2.6,5.7
gpt35,slave,4.54,3.78,4.74,2.5,4.2,3.88,3.9,5.92,2.5,1.7,5.1
gpt35,sleep,2.56,2.38,6,3.6,6.28,6.1,3.4,3.8,5.6,1.8,2.2
gpt35,slope,4.12,5.28,5.5,4.7,4.6,4.5,3.8,5.72,4.64,2,2.8
gpt35,slum,4.5,4.32,5.2,3.02,4,3.82,3.6,4.9,2.52,2,4.3
gpt35,smear,4.3,5.3,3.68,2.9,4.06,4.06,3.3,4.6,3.06,1.8,3.1
gpt35,smell,3.2,4.24,4.78,4.12,5.48,5.24,3.3,4.74,3.8,2.3,2.5
gpt35,snail,3.76,3.3,5.78,3.26,4.56,4.3,2.9,4.66,3.54,2.2,2.54
gpt35,snort,4.4,6.36,5,3.34,3.9,4.02,3.6,5.3,3,2.4,4
gpt35,soldier,4.48,6.34,6.12,5.7,6,5.78,5.2,6.04,5.5,2.2,5.64
gpt35,sorrow,3.98,3.12,3.5,2.54,5.52,5.02,3.8,4.5,3.4,1.7,3.68
gpt35,sparkle,4.3,6.36,4.7,6,5.46,5.68,4,4.5,6.2,3.3,3.7
gpt35,spinach,4.84,4.1,5.6,4.34,5.04,4.94,3.58,4.1,5.46,2.22,3.2
gpt35,spirit,4.48,5.8,4.86,6.12,5.78,5.58,4.4,4.98,5.58,2.8,4.38
gpt35,spit,4.32,4.78,5.1,2.98,4.1,3.66,2.9,5.64,3.24,2,3.1
gpt35,spring,3.78,5.32,5.82,5.6,6.1,6.02,4,5.1,5.9,3,3.5
gpt35,squash,4.44,4.86,5.2,4.2,4.3,4.8,3.6,4.5,4.2,2.3,3.1
gpt35,squeeze,3.9,5.44,5.4,4.4,5.1,4.66,3.9,5.1,3.86,2.48,3.9
gpt35,stab,4.7,6.44,4.3,2.5,4.02,3.76,3.4,5.78,2.92,1.9,4
gpt35,status,4.44,5.52,4.9,5.96,5.7,5.14,4.4,5.8,5.6,2.1,4.6
gpt35,stock,4.12,4.54,5.32,5.26,5.54,4.92,4,5.5,4.8,2.04,3.64
gpt35,stomach,4.62,5.18,5.52,3.78,5.5,4.82,4.1,5.68,4.1,2.2,3.1
gpt35,stove,4.02,4.5,6.4,4.94,5.6,5.34,4.3,4.7,5,2.1,2.9
gpt35,strand,4.74,4.16,5.84,4.5,4.9,4.7,3.8,5.3,4.92,2.1,3.1
gpt35,stretch,4.52,5.68,5.4,4.7,5.2,5.34,4.5,5.18,5.1,2.3,3.2
gpt35,stride,4.2,5.46,5.3,5.68,4.92,5.2,4.04,5.64,5.34,2.3,3.28
gpt35,string,3.94,4.28,6.2,4.94,5.4,5,3.3,3.8,5.1,2.3,2.8
gpt35,suburb,4.9,4.36,5.7,4.82,5.04,5.3,4.6,4.2,5.6,2.4,3.6
gpt35,success,4.84,6.5,4.2,7.54,6.48,6.1,5.5,5.88,7.76,2.6,4.1
gpt35,surgeon,5.3,6.3,6,6.58,5.08,5.72,5.24,5.1,5.8,2.2,5
gpt35,sweater,4.82,4.42,5.9,4.92,5.68,5.3,4.16,4.68,5.36,2.6,3.4
gpt35,sword,3.96,6.54,6.04,4.88,5.38,5.56,4.6,4.9,5.28,2.1,5
gpt35,table,3.58,4.12,6.2,5.5,6.1,5.84,4.5,5.12,5,2.4,3.2
gpt35,taboo,4.64,6.38,4,3.24,4.2,4.22,4.2,5.1,3.86,2.2,4.3
gpt35,talent,4.3,5.9,5.14,6.68,6.02,5.92,4.62,5,6.26,3.1,4.2
gpt35,terror,4.8,7.14,4.24,2.44,4.7,4.24,5.5,5.68,2.8,2.2,4.8
gpt35,texture,5.22,4.52,5.46,5.12,5.1,5.14,3.98,3.9,5,2.4,3.2
gpt35,throat,4.38,5.3,5.94,4.08,5.22,5,4.02,4.6,4.36,2.2,3.42
gpt35,tiger,4.64,7.36,6.7,6.1,6.2,6.24,6.3,6.6,5.62,2.6,3.86
gpt35,toast,3.82,4.94,4.8,5.38,5.68,5.3,3.4,4.7,5.46,2.72,4.14
gpt35,toilet,4,4.2,5.98,3.4,5.22,4.14,3.8,5.5,3.6,2.18,3.9
gpt35,tortoise,5.02,3.76,5.96,3.74,4.44,5.36,4.9,3.54,5.18,2.7,3
gpt35,town,3.64,4.52,5.78,4.66,5.5,5.52,4.5,5.56,4.56,2.48,3.8
gpt35,toxin,5.76,3.9,5.08,2.58,4.26,3.56,3.32,6.06,2.52,1.2,2.4
gpt35,traffic,4.46,6.38,5.9,4.66,5.8,5.36,4.9,4.52,3.6,2.2,4
gpt35,transit,5.22,4.94,4.8,4.68,5.36,5,4.88,5.52,4.26,2.46,3.7
gpt35,treason,5.02,6.48,4.1,2.48,4.58,4.1,5.44,5.9,2.9,1.7,5.6
gpt35,treasure,4.44,6.6,6.1,7,5.7,6.34,5.7,5.84,7.44,3.4,4.9
gpt35,trend,4.26,5.76,4.42,6.1,5.6,5.16,4.4,5.5,6.34,2.66,4.2
gpt35,triumph,4.46,7.5,5.1,7.5,5.78,5.86,5.6,6,6.8,3.2,4.7
gpt35,troll,4.8,5.18,3.64,2.3,3.72,3.6,3.54,5.64,2.7,2.4,3.64
gpt35,trouble,5,5.22,4.4,3.26,5.7,4.86,4.22,5.84,3.2,2.1,4.3
gpt35,trousers,4.36,4.22,5.6,4.92,5.06,5.04,4,6.08,5.34,2.3,3.5
gpt35,trumpet,5.24,6.66,6.2,5.26,5.44,5.8,4.6,6,6.36,2.8,3.5
gpt35,trust,3.9,5.54,5.2,7.06,6.4,5.98,4.5,5.1,7.44,2.86,6.4
gpt35,tulip,3.94,5.22,6.3,4.78,5.24,5.86,3.8,4.4,6.24,3.12,3.92
gpt35,tumble,4.5,5.12,4.8,3.84,4.42,4.6,3.9,4.02,3.6,2.5,3.1
gpt35,typhoon,5.36,7.64,6.16,3.3,4.1,4.86,5.9,5.8,2.48,2.46,3.7
gpt35,ulcer,5.48,4.22,4.5,3.06,3.8,3.7,3.2,4.4,2.74,1.6,2.66
gpt35,urge,4.22,6.04,4.76,5.58,5.38,4.96,3.8,5.6,4.3,2.2,4
gpt35,usher,5.2,5.38,5.46,5.66,4.8,5.22,4,4.4,4.5,2.4,4.6
gpt35,venom,5.36,6.68,4.64,2.7,4.08,4.18,3.6,6.1,2.9,1.8,3.3
gpt35,verge,4.3,4.66,5,4.54,4.88,4.6,4.2,5.1,4.9,2.4,3.3
gpt35,version,4.08,4.78,5.16,5.1,5.56,4.82,4.5,5.2,4.5,2.4,3.1
gpt35,victim,4.62,4.16,4.8,2.9,5.8,4.7,4.48,5.3,4.1,1.7,5.6
gpt35,virtue,4.62,3.96,4,6.3,5.58,5.68,4.44,3.8,7.6,2.64,4.7
gpt35,vowel,4.4,4.06,4.6,4.9,5.46,5.28,3.74,4.7,4.64,2.2,2.78
gpt35,vulture,4.86,6.26,5.6,3.06,4.14,4.4,5.26,6.2,3.08,2.3,3.6
gpt35,waitress,4.4,5.34,5.5,3.8,4.9,5.08,4,3.2,4.6,2.48,4.8
gpt35,wallet,4.38,4.58,5.74,5.08,5.1,5.18,4,5.82,5.54,2.2,3.2
gpt35,walnut,4.46,4.04,6.5,4.42,5.1,5.3,3.86,4.2,5.46,2.5,2.9
gpt35,walrus,4.56,5.04,6.14,4.7,4.24,5.22,5.1,5.6,4.56,2.6,3.06
gpt35,whimper,4.72,4.92,4.2,2.94,4.18,4.3,3.4,3.1,4,2,3.16
gpt35,whisper,4.32,4.86,4.4,4.68,5.34,5.7,3.44,3.48,5.66,2.94,4
gpt35,whore,6.2,6.5,3.7,2.1,3.06,3.1,4,5.6,3,1.4,5.4
gpt35,wisdom,5.28,4.14,4.02,7.24,5.68,5.92,5,4.48,7.26,2.6,4.2
gpt35,wish,3.64,5.28,4,5.52,5.8,5.3,3.88,4.12,6.9,2.7,4
gpt35,wit,4.42,5.38,4.5,5.88,4.94,5.54,3.64,4.14,6.2,3.4,3.4
gpt35,wood,2.84,4.04,6.4,4.66,6,5.7,4.6,5.9,5.04,2.5,2.8
gpt35,wrath,5.18,6.76,3.8,3,4.06,4.46,4.5,6.34,3,1.5,4.6
gpt35,wrestle,4.52,6.94,5,4.64,4.5,5.02,4.4,5.1,4.16,3,4.9
gpt35,yeast,5.04,4.14,4.86,3.46,4.06,4.02,3.2,4.4,4.32,2.18,3
gpt35,zebra,4.46,5.3,6.34,4.64,5.24,5.94,5.1,5.2,5.1,2.9,3.6
gpt4,affair,5.82,7.4,3.9,5.98,5.56,4.16,4.14,3.8,3.7,2,6.4
gpt4,aisle,4.88,3.28,6.46,4.36,5.4,5.94,3.82,3.4,5.1,1.6,3.06
gpt4,anchor,3.98,3.54,6.94,5.98,5.28,6.62,4.8,5.8,6.3,1.76,2.14
gpt4,anger,4.06,8.52,2.98,7.46,6.06,4,5.3,5.6,2.4,1.1,5.2
gpt4,ant,1.92,2.58,6.96,3.1,5.38,6.58,1,4.3,5.1,3.14,1.2
gpt4,applause,3.74,6.94,5.56,7.24,4.92,6.08,5.02,4.2,8.12,2.4,6.68
gpt4,apple,1.4,3.06,7,4.8,6.48,7,2.32,3.1,7.2,2.76,1.46
gpt4,apron,3.64,2.32,6.88,3.28,4.92,6,2.1,2.4,5.1,2.9,2.4
gpt4,arson,6.18,8.04,5.44,6.72,4.08,5.18,5.1,6.2,1.1,1.2,5.84
gpt4,art,3.82,5.18,3.54,6.98,6,4.8,4.4,3.6,7.4,2,4
gpt4,artist,3.72,5.42,5.14,7.18,6.14,6.14,4.38,3.7,7.1,2.5,5.4
