Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD
BIOSPHERE,2.066666667,1,1.8,1.266666667,1.666666667,3.4,0.8125,0.875,2.6875,0.9375,0.875,2.016597795,1.690308509,2.210365193,1.980860804,2.126924898,2.063284483,1.558578412,1.586400538,1.887458609,1.611159003,1.668332501
BLOCKHEADED,2.833333333,0.166666667,0.722222222,0.944444444,0.111111111,3.055555556,0.625,0.6875,2.625,1.625,0.25,1.886484437,0.707106781,1.274434387,1.551933224,0.471404521,1.984416412,1.360147051,1.138346754,1.962141687,1.962141687,0.577350269
BLUECOAT,0.4375,0,1.0625,0.1875,0.0625,3.4375,0.333333333,1.933333333,2.466666667,0.733333333,2,0.892094913,0,1.730847577,0.75,0.25,1.787689384,0.816496581,2.016597795,2.099886618,1.579632266,1.927248223
BODY BUILDING,0.588235294,0,0.823529412,1.588235294,0.117647059,3.470588235,3.611111111,3.666666667,0.833333333,0.111111111,3.555555556,1.064120736,0,1.467791458,1.938389265,0.48507125,1.806849712,1.719743103,1.644956642,1.339446769,0.323380833,1.616904167
BOMB,2.470588235,0,0.705882353,0.411764706,0.176470588,3.176470588,1.444444444,1.722222222,1.777777778,0.833333333,1.722222222,2.153997651,0,1.212678125,1.277635684,0.727606875,1.629236559,2.064325049,2.191039387,2.04523997,1.653872461,2.191039387
BOO,3.65,0,0.2,1.4,0,0.55,0.65,1.4,2.75,2.95,1.05,1.78517285,0,0.894427191,1.667017507,0,1.050062655,1.424411236,1.846761034,1.915999121,2.163695669,1.605090586
BOUNDLESS,1.25,0.05,0.25,1.5,0.1,2.65,1.4,1.15,2.15,1.25,1.2,1.831737743,0.223606798,0.716350399,1.762175689,0.307793506,1.814415956,1.846761034,1.531253357,1.980829172,1.681947493,1.641565363
BRAINCHILD,1.266666667,0,0.2,0.8,0,1.266666667,0.777777778,0.833333333,3.111111111,1.444444444,0.888888889,1.869555588,0,0.774596669,1.780850519,0,1.907379154,1.699673171,1.790497795,2.272311311,2.280924019,1.778594584
BRAINS,0.411764706,0.235294118,1,3.117647059,0.352941176,2.529411765,0.333333333,0.333333333,4.166666667,0.722222222,0.333333333,0.795206226,0.562295715,1.620185175,1.72780037,0.785905248,1.972233729,0.84016805,0.9701425,1.653872461,1.487420015,0.84016805
BUBBLER,2.538461538,0.230769231,1.538461538,0.538461538,0.615384615,3.461538462,0.352941176,0.705882353,0.882352941,2.176470588,0.882352941,2.025478734,0.59914469,1.613246448,1.450022104,1.260850344,1.560736184,1.221739358,1.263165957,1.615640467,2.098669046,1.691240408
BUDGET,1.15,0,0.25,0.65,0,3.6,0.2,1.25,3.05,0.85,0.3,1.725200217,0,0.786397516,1.348488433,0,1.535543792,0.695852374,1.332784975,2.139232523,1.496487115,0.656946685
BUREAUCRAT,3.15,0,0.4,0.65,0,3.25,0.5,0.8,2.4,1.65,0.35,1.663066287,0,1.187655807,1.348488433,0,1.681947493,1.317893055,1.50787407,2.233712982,2.033275812,0.812727701
BUSTED,2.157894737,0.210526316,1.684210526,0.631578947,0.105263158,3.684210526,0.823529412,1.235294118,2.470588235,1.411764706,0.764705882,1.92247404,0.917662935,1.765491168,1.011628298,0.458831468,1.600438536,1.380004263,1.855040827,1.972233729,1.66052791,1.437420075
CALL GIRL,2.368421053,0.894736842,2.263157895,2.105263158,1.105263158,4.210526316,1.333333333,2.111111111,2.444444444,2.444444444,2.444444444,2.087276969,1.370106924,2.130260945,2.024701263,1.523692038,1.583910329,1.814970426,2.246275058,2.148110585,2.254987211,2.148110585
CAMPER,2.294117647,0.470588235,2.176470588,0.941176471,1.352941176,4,1.555555556,1.555555556,2.166666667,0.833333333,1.388888889,2.084607454,1.178857872,1.975958442,1.434860108,1.765686002,1.695582496,2.035630332,2.035630332,2.121320344,1.465284554,1.85151413
CANCER,0.470588235,0,0.294117647,2.235294118,0,2.176470588,2.055555556,2,2.611111111,2.277777778,2.611111111,0.874474632,0,0.848874688,2.107409896,0,1.810914621,2.312936057,2.300894967,2.304442995,2.346600935,2.329829302
CASING,0.55,0.1,2.1,0.4,0.05,3.5,0.368421053,1.631578947,2.263157895,0.578947368,0.631578947,1.316894273,0.447213595,1.916685736,0.994722918,0.223606798,1.468977446,1.011628298,1.94965884,2.256893274,1.304513084,1.300022492
CENT,1.157894737,0.210526316,3.684210526,0.315789474,0.368421053,4.368421053,0.294117647,2.058823529,2.647058824,0.823529412,0.176470588,1.675415633,0.713282504,1.765491168,0.945905303,0.683985568,1.011628298,0.985184366,1.886484437,2.234423205,1.845104811,0.727606875
CHALLENGE,2.529411765,0.235294118,1.176470588,3.235294118,0.117647059,3,1.444444444,1.888888889,3.666666667,1.888888889,1.222222222,1.73629084,0.752446989,1.704233483,1.786386428,0.48507125,1.732050808,1.503807803,1.529663127,1.137592918,1.906301898,1.437135859
CHART,0.529411765,0.058823529,1.352941176,0.411764706,0.058823529,4.764705882,0.222222222,2.055555556,3.555555556,1.055555556,0.277777778,1.280510009,0.242535625,1.902011319,0.71228712,0.242535625,0.562295715,0.646761667,1.893400993,1.854159782,1.731107168,0.826442095
CHEERFULNESS,3,0.176470588,0.823529412,4.235294118,0.176470588,3.235294118,1.166666667,1.611111111,4.111111111,3.222222222,1.277777778,1.870828693,0.52859414,1.42457424,1.251469724,0.52859414,1.751050105,1.617914416,1.786843714,1.131832917,1.864704851,1.872574684
CHEMISTRY,1.25,0.55,1.3,1.75,1.6,3.4,0.476190476,1.80952381,3.047619048,1.19047619,0.904761905,1.409553867,0.686332741,1.592746717,1.943274502,1.391704748,1.391704748,1.123345344,1.990453406,1.883512423,1.691716513,1.48002574
CHOREOGRAPH,2,0.470588235,0.529411765,1.176470588,0.411764706,3.588235294,3.411764706,3.117647059,2.823529412,1.176470588,3,2.150581317,1.178857872,1.007326105,1.975958442,1.227743027,1.905873275,2.032818964,2.117851297,1.776066374,1.667156791,2.031009601
CHURCHMAN,1.714285714,0,0,0,0,3.571428571,0.470588235,0.941176471,2.647058824,1.352941176,0.470588235,1.977899874,0,0,0,0,1.869359648,1.374665735,1.748949264,2.089891638,1.998160919,1.374665735
CIVIL SUIT,1.411764706,0,0,0.176470588,0,2.235294118,0,0.166666667,1.5,1.166666667,0.611111111,1.73417212,0,0,0.52859414,0,2.332632948,0,0.514495755,2.176073096,1.886484437,1.500544563
CLEANER,0.722222222,0.277777778,1.388888889,0.277777778,2.611111111,3.277777778,1.2,2.35,1.4,0.75,1.15,1.40610248,0.826442095,1.914000703,1.178511302,1.753614381,1.934381055,1.852452144,2.158825217,1.93036675,1.517442447,1.755442664
CLEANUP,1.578947368,0.210526316,2.736842105,0.631578947,1.105263158,4.157894737,2.421052632,4.157894737,1.578947368,0.947368421,2.368421053,1.952656011,0.535303379,2.023256596,1.211542924,1.196974744,1.384965218,1.894899278,1.344253527,1.804801912,1.432700799,1.832136771
CLEARINGHOUSE,0.375,0,0.1875,0,0,2,0.8125,1,1.5625,1.125,0.625,1.258305739,0,0.75,0,0,2.366431913,1.641899307,1.632993162,1.931105038,1.74642492,1.258305739
CLERGY,3.111111111,0,0.277777778,0.555555556,0.055555556,3.444444444,0.3,1.1,2.35,1.35,0.7,1.906301898,0,0.751903902,1.338226316,0.23570226,1.503807803,0.801314709,1.518309309,2.134306247,1.814415956,1.417930293
CLIMATOLOGIC,1.909090909,0.363636364,0.636363636,0.363636364,0.181818182,3,0.866666667,0.8,1.733333333,0.933333333,0.8,1.640399065,1.206045378,1.120064933,0.809039835,0.404519917,1.732050808,1.597617273,1.521277659,1.980860804,1.579632266,1.521277659
CLING TO,0.722222222,0.111111111,2.722222222,0.5,0.166666667,2.777777778,0.473684211,3,0.789473684,0.315789474,0.842105263,1.447332457,0.471404521,2.108960032,0.923548145,0.707106781,1.767535857,1.020262551,2.211083194,1.474936811,0.820069887,1.572795031
CLOWNERY,1.5,0,0,0.25,0,3.166666667,1.235294118,1.352941176,2.176470588,1.764705882,1,1.732050808,0,0,0.621581561,0,1.898963034,1.92124347,1.902011319,2.038237416,1.92124347,1.695582496
COIL,1,0.176470588,3.352941176,0.764705882,0.529411765,3.470588235,0.388888889,2.333333333,1.333333333,0.111111111,0.388888889,1.695582496,0.727606875,1.800735144,1.251469724,1.124591429,2.095162495,1.036900863,1.970368732,1.782265577,0.471404521,0.916443823
COLLATERALLY,1.4375,0.1875,0.375,0.375,0.1875,2.375,0,0.294117647,0.941176471,0.705882353,0,1.896268265,0.75,0.885061203,1.258305739,0.543905629,1.707825128,0,0.848874688,1.712840778,1.531531337,0
COLONIZE,1.4,0,0.2,0.4,0,2.75,1.315789474,1.315789474,1.842105263,0.947368421,0.684210526,1.69829636,0,0.523148364,1.187655807,0,2.149051198,1.634782744,1.454977342,1.462993806,1.17727011,1.002919714
COLOR,0.25,0,0.138888889,0.416666667,0,4.944444444,0.242424242,1.393939394,4.03030303,0.424242424,0.303030303,0.937321412,0,0.833333333,1.024695077,0,0.333333333,0.751261565,1.886454908,1.686061396,1.000946522,0.76993703
COMATOSE,0.176470588,0,0.588235294,1.411764706,0,3.117647059,0.277777778,0.277777778,2.444444444,0.055555556,0.5,0.392952624,0,1.227743027,1.970368732,0,1.763602596,0.95828005,0.95828005,2.331932353,0.23570226,1.150447483
COMBUST,2.7,0.05,0.7,0.65,1.9,3.85,0.55,1.45,2.4,0.25,0.65,1.780005914,0.223606798,1.031095483,1.136708082,1.518309309,1.386969434,1.276302225,1.877147893,2.036508881,0.638666374,1.348488433
COMMOTION,4.588235294,0.117647059,1.117647059,1.941176471,0.117647059,3.882352941,1.388888889,1.666666667,3.944444444,2.222222222,0.777777778,0.71228712,0.332105582,1.866894244,1.983386883,0.332105582,1.166316474,1.649915823,1.748949264,1.513555309,2.04523997,1.352799083
COMPATIBILITY,1.25,0.3,0.9,2.5,0.3,2.85,0.857142857,1.380952381,2.666666667,1.571428571,0.952380952,1.164157703,0.656946685,1.483239697,1.986798536,0.571240571,1.631111988,1.458962449,1.657594356,1.906130461,1.963961012,1.596126263
COMPLICATED,2.111111111,0.333333333,0.5,0.777777778,0.333333333,2.666666667,0.210526316,0.473684211,2.052631579,1.052631579,0,1.875190622,0.84016805,1.294785924,1.215369978,0.84016805,1.714985851,0.713282504,1.020262551,2.247805948,1.747178176,0
COMPOSITIONALLY,1.571428571,0.285714286,1.142857143,0.357142857,0.214285714,2.928571429,0.5,1.3125,1.9375,1,0.625,1.827747067,1.069044968,1.610405723,0.744946344,0.578934224,1.940035119,1.095445115,1.621470526,1.913765921,1.632993162,1.204159458
COMPROMISING,1.529411765,0,0.235294118,0.882352941,0,2.294117647,0.444444444,0.777777778,1.722222222,1.611111111,0.444444444,1.806849712,0,0.9701425,1.536324874,0,2.023755972,1.338226316,1.699673171,2.191039387,2.061949075,1.338226316
CONFUSABILITY,1.611111111,0.055555556,0.222222222,1.833333333,0,1.555555556,0.35,0.5,3.7,1.5,0.3,1.68519117,0.23570226,0.732084498,1.72353945,0,1.580105068,0.812727701,0.945905303,1.688973528,1.849608778,0.801314709
CONGRUOUSLY,1.2,0.4,2.1,1.8,0.5,2.6,0.6,1.1,2.5,1.1,0.5,1.619327707,0.966091783,1.523883927,1.751190072,1.269295518,1.646545205,0.966091783,1.370320319,1.715938357,1.663329993,0.971825316
CONSTITUTION,1.6,0,0.75,0.7,0.05,3.05,0.6,0.85,2.8,1.05,0.65,1.667017507,0,1.29269201,1.341640786,0.223606798,1.761428846,1.313893371,1.424411236,2.067289097,1.571958216,1.268027893
COPE WITH,1.058823529,0.294117647,1.176470588,3.529411765,0.235294118,1.941176471,0.722222222,0.888888889,3.722222222,1.388888889,0.611111111,1.886484437,0.771743633,1.667156791,1.874754886,0.752446989,1.819017188,1.40610248,1.409584373,1.637988564,1.753614381,1.289728147
COPYHOLDER,0.8125,0,0.9375,0,0,2.75,0.235294118,1.823529412,1.705882353,0.588235294,0.352941176,1.108677891,0,1.481834449,0,0,2.175622516,0.752446989,1.91165158,1.992633492,1.502448981,0.861769725
CORPSE,0.222222222,0,1.555555556,0.444444444,2.611111111,4.722222222,1.55,2.4,2.75,1.3,1.8,0.732084498,0,1.68809751,1.041617646,1.974510777,0.669113158,2.187885304,2.257152375,2.221308292,2.028740859,2.142305693
CRACKERS,1.1,4.5,2.55,0.65,2,3.95,0.2,2.45,1.5,3.9,0.65,1.333771858,0.606976979,1.731290969,1.424411236,1.622214211,1.234376041,0.615587011,2.01246118,1.572795031,2.023545612,0.988086934
CRITTER,2.6,0.5,1.65,0.1,1.25,4.25,0.75,1.45,2.35,0.55,0.55,1.759186415,1.277332747,1.496487115,0.307793506,1.446411167,1.446411167,1.118033989,1.66938375,1.814415956,0.887041208,0.998683344
CULMINATION,2.235294118,0.823529412,0.705882353,1.352941176,0.823529412,2.588235294,0.75,1.1875,1.9375,1.25,0.4375,2.047236301,1.629236559,1.358524286,2.029198625,1.380004263,1.938389265,1.183215957,1.515200757,1.569235483,1.770122406,0.892094913
CURATIVE,0.818181818,0.181818182,0.181818182,1.090909091,0,2.454545455,1.133333333,1.466666667,1.933333333,1.8,1.133333333,1.662418829,0.603022689,0.603022689,1.640399065,0,1.967924611,2.065591118,2.030716505,2.344192419,2.042407543,2.065591118
CUTLET,0.578947368,3.736842105,2.473684211,0.684210526,2.578947368,4,0.157894737,1.578947368,1.210526316,2.210526316,0.421052632,1.169795304,1.694504361,1.775400457,1.529438226,1.835325871,1.414213562,0.688247202,1.609547537,1.781976037,2.175084861,0.837707817
DEACTIVATION,2.055555556,0.166666667,0.777777778,0.111111111,0.166666667,2.722222222,0,1.684210526,1.263157895,0.368421053,0,1.862074183,0.707106781,1.395604678,0.323380833,0.707106781,1.872574684,0,2.083070159,1.694504361,1.011628298,0
DEBARK,1.615384615,0.076923077,2.153846154,1.230769231,0.846153846,3.538461538,1.818181818,1.727272727,1.636363636,0.454545455,1,2.022311447,0.277350098,2.192645048,1.786703023,1.519109051,2.066211695,2.088931871,1.420627262,1.501514387,1.035725481,1.183215957
DECADENT,1.5,2.333333333,1,1.277777778,1.388888889,3.277777778,1,1.25,3,2.375,1.125,1.617914416,1.970368732,1.283377896,1.808657466,1.576999716,1.564516672,1.788854382,1.732050808,2,1.995828984,1.784189825
DECENTNESS,1.6875,0,0.0625,1.4375,0,3,0.3125,0.5,2.5625,1.25,0.4375,1.740450133,0,0.25,1.998958062,0,1.712697677,0.87321246,1.414213562,2.032035105,1.693123347,1.030776406
DECORATIVE,0.315789474,0.157894737,1.631578947,0.421052632,0.210526316,4.842105263,0.444444444,1.333333333,2.666666667,0.611111111,0.5,0.820069887,0.374634325,1.832136771,1.216360211,0.713282504,0.374634325,0.704792186,1.533929978,2,1.195033295,0.857492926
DEFERRED,1.7,0,0.15,0.9,0,1.45,0.9,1.25,1.75,1.55,0.5,1.625455402,0,0.670820393,1.447320573,0,1.431782106,1.774082417,1.860248993,1.970172314,2.139232523,1.051314966
DEFINITELY,1.888888889,0.277777778,0.722222222,1.111111111,0.222222222,2.166666667,0.105263158,0.473684211,1.368421053,1,0.263157895,1.778594584,0.669113158,1.487420015,1.604731566,0.646761667,1.917412472,0.458831468,0.964274111,1.891810606,1.732050808,0.805681579
DEFINITIVE,1.055555556,0.5,0.388888889,1.055555556,0.5,1.388888889,0.4,0.65,1.85,1.4,0.55,1.661757476,1.294785924,1.243282604,1.764760348,1.294785924,2.033220826,1.095445115,1.460893742,2.158825217,1.875043859,1.35627198
DEFORMED,0.157894737,0.263157895,2,0.578947368,0.631578947,4.368421053,2.263157895,2.315789474,2.578947368,1.421052632,2.052631579,0.501459857,0.933458638,1.666666667,1.070606758,1.570934835,1.342076596,2.232141604,2.212405217,2.142578651,2.11649053,2.120631044
DEGREASER,0.277777778,0,1.333333333,0,2,3,0.117647059,2.176470588,0.647058824,0.058823529,0.588235294,0.826442095,0,1.814970426,0,2.029198625,1.571810496,0.48507125,2.214590654,1.114740803,0.242535625,1.325651893
DEMOGRAPHICALLY,1.529411765,0.058823529,0.647058824,1.117647059,0.411764706,3.411764706,0.529411765,1,2.294117647,1.470588235,0.529411765,2.065116433,0.242535625,1.366618842,1.691240408,1.064120736,2.093407018,1.328422328,1.837117307,1.928882639,2.065116433,1.374665735
DEODORANT,0.315789474,0.421052632,2.631578947,0.368421053,4.210526316,2.894736842,0,3.736842105,0.578947368,0.052631579,2.421052632,0.671038298,1.017392608,1.801558779,0.830697586,1.357241785,1.696229048,0,1.661395172,1.169795304,0.229415734,2.11649053
DEPARTMENTALIZE,1.421052632,0,0.421052632,0.631578947,0,2.578947368,0.625,1.25,3,1.875,0.3125,1.70996392,0,0.96123702,0.955133866,0,1.894899278,1.360147051,1.483239697,1.897366596,1.62788206,0.793200269
DEPRECIATIVELY,1.416666667,0.083333333,0.333333333,0.833333333,0,1.583333333,0.473684211,0.894736842,1.947368421,0.789473684,0.842105263,1.729862492,0.288675135,0.887625365,1.114640858,0,1.676486224,1.306752593,1.523692038,2.013114895,1.357241785,1.42451387
DETACHER,1.416666667,0.5,1.916666667,0.333333333,0.75,2.916666667,0.785714286,2.285714286,0.928571429,0.714285714,0.857142857,2.020725942,1.167748416,1.975225342,0.887625365,1.544785952,2.314316445,1.42389344,2.091321681,1.639150142,1.489892687,1.610405723
DISENTANGLEMENT,1,0.066666667,1.933333333,1.866666667,0.133333333,3,1.571428571,2.285714286,2.214285714,1.071428571,1.571428571,1.511857892,0.25819889,1.830950833,1.959105724,0.351865775,1.603567451,1.869359648,1.683794772,1.672334684,1.328057327,1.650840612
DISORIENT,1.235294118,0,0,2.470588235,0.058823529,2.470588235,0.5,0.444444444,3,0.722222222,0.611111111,1.786386428,0,0,1.907801322,0.242535625,1.806849712,1.098126747,0.921777198,2.086370335,1.363626461,1.144752164
DISPROOF,1.764705882,0.352941176,0.529411765,0.647058824,0.411764706,2.705882353,0.25,0.4375,2.0625,1.5625,0.375,2.016476251,1.221739358,1.067570083,1.656093916,1.227743027,2.084607454,0.577350269,0.81394103,1.806239187,1.860779407,0.885061203
DISRESPECTFUL,2.823529412,0,0,1.235294118,0,3.176470588,0.222222222,0.611111111,2.166666667,1.944444444,0.222222222,1.810914621,0,0,1.714985851,0,1.550616576,0.942809042,1.334558261,2.202939213,2.208865086,0.942809042
DISSECT,0.235294118,0,1.529411765,0.235294118,0.176470588,3.058823529,0,3,1.888888889,0.111111111,0,0.752446989,0,1.972233729,0.562295715,0.52859414,1.819017188,0,2.196253494,2.272311311,0.471404521,0
DOGLIKE,2.421052632,0.157894737,1.473684211,0.526315789,1.157894737,3.526315789,1.058823529,1.176470588,2.058823529,1.470588235,0.764705882,1.980902978,0.688247202,1.71167303,1.172292202,1.7082531,1.775400457,1.599632311,1.629236559,2.105664629,1.874754886,1.437420075
DOUGH,0.588235294,3.352941176,4.058823529,0.764705882,3.352941176,3.529411765,0.166666667,2.833333333,1.611111111,2.555555556,0.222222222,1.277635684,1.902011319,1.560071642,1.437420075,1.93459222,1.73629084,0.707106781,2.093407018,1.786843714,2.035630332,0.732084498
DOZE,1.631578947,0.263157895,0.578947368,2.315789474,0.157894737,3,0.933333333,0.933333333,3.2,0.733333333,1.066666667,1.862212731,0.805681579,1.070606758,2.05622717,0.501459857,1.943650632,1.579632266,1.437590577,1.82051798,1.387014608,1.667618776
DRAGGED,1.166666667,0,1.666666667,1.722222222,0,3.333333333,2.1,3.1,1.15,0.6,1.85,1.42457424,0,1.970368732,1.994272846,0,1.814970426,2.245463262,2.074912807,1.725200217,1.500876937,2.109502311
DREARILY,1.944444444,0.277777778,0.888888889,1.388888889,0.166666667,2.666666667,0.294117647,0.352941176,1.882352941,1,0.294117647,1.984416412,0.95828005,1.529663127,1.786843714,0.383482494,2.169304578,0.685994341,0.70188821,1.576481563,1.457737974,0.685994341
DRUDGE,0.4,0,0.733333333,1.133333333,0,0.933333333,1.823529412,1.529411765,1.352941176,0.705882353,0.764705882,0.91025899,0,1.533747356,1.767430203,0,1.533747356,1.975958442,1.73629084,1.902011319,1.403776419,1.347655917
DRY CLEANER,1.35,0.3,1.3,0.3,1.55,3.55,0.904761905,1.80952381,1.761904762,0.761904762,0.904761905,1.565247584,1.128576187,1.894590638,0.801314709,1.700619082,1.503504678,1.135991281,1.833549771,1.997617629,1.578124263,1.513431925
EARLY,1.15,0,0.3,2.4,0.1,2.45,0.904761905,1,2.904761905,0.761904762,1.19047619,1.386969434,0,0.801314709,1.984147702,0.307793506,1.571958216,1.546116487,1.58113883,2.211442107,1.300183137,1.569045813
ECONOMY,2,0.055555556,0.333333333,0.5,0.166666667,2.388888889,0.2,0.3,1.2,0.4,0.2,1.84709629,0.23570226,1.028991511,1.200490096,0.707106781,1.914000703,0.615587011,0.801314709,1.823819012,0.940324692,0.615587011
EIGHT,2,0.157894737,1,0.315789474,0.157894737,3.526315789,1,1.647058824,2.705882353,1.764705882,0.882352941,2.236067977,0.688247202,1.598610508,0.820069887,0.501459857,1.806421295,1.903943276,2.234423205,2.338928865,2.107409896,1.833110503
ELECTROMETER,1.333333333,0.2,1.333333333,0.266666667,0.2,3.2,0.263157895,1.263157895,0.947368421,0.263157895,0.263157895,1.799470822,0.774596669,1.759328876,1.032795559,0.774596669,1.897366596,1.147078669,2.023256596,1.928548222,1.147078669,1.147078669
EMERGENCY EXIT,1,0,0.85,0.1,0,4.4,3.45,2.4,2.25,0.9,1.7,1.521771821,0,1.308876577,0.307793506,0,1.313893371,1.932410548,1.902906364,1.831737743,1.447320573,1.866604009
EMULATOR,2.8,0.133333333,1.466666667,0.6,0.2,3.933333333,0.333333333,0.533333333,2.066666667,0.733333333,0.266666667,1.897366596,0.351865775,1.995232413,1.352246808,0.560611911,1.486446706,0.816496581,1.060098827,1.94446712,1.486446706,0.798808637
ENGAGED,1.696969697,0.272727273,0.909090909,1.484848485,0.303030303,2.939393939,0.806451613,1.258064516,3.193548387,1.387096774,0.741935484,1.758636697,1.008486715,1.646276791,1.938446738,1.045372197,1.9355134,1.470132757,1.569877743,1.661713069,1.646762872,1.340839089
ENTRENCHMENT,1.133333333,0.333333333,1,1,0.466666667,2.666666667,1.071428571,1.357142857,1.142857143,0.928571429,1.071428571,1.884776101,1.046536237,1.463850109,1.690308509,1.302013093,1.877181271,1.542439911,1.736802671,1.610405723,1.542439911,1.591529778
ENTREPRENEURSHIP,2.578947368,0.105263158,0.526315789,0.789473684,0.105263158,3.210526316,1.058823529,1.411764706,2.647058824,2,1,1.894899278,0.458831468,1.073334423,1.228320776,0.315301768,1.750522061,1.748949264,1.938389265,2.11958653,2.179449472,1.767766953
EPILEPSY,1.6875,0.5,2.125,3.6875,0.4375,4,1.588235294,1.705882353,3.352941176,1.352941176,1.764705882,1.815443013,1.316561177,2.093641166,1.740450133,1.31497782,1.788854382,1.905873275,1.896203638,2.177761938,1.835114999,2.047236301
EROGENOUS,0.461538462,0.230769231,1.384615385,2.461538462,0,1.692307692,1.571428571,1.857142857,2.571428571,1.785714286,1.857142857,0.877058019,0.832050294,1.980675875,2.366973617,0,1.887883091,2.138089935,2.032699715,2.173769704,2.082105866,2.248320496
EVOLVEMENT,1.9375,0.125,1.125,1.5,0.1875,3.9375,0.9375,1.1875,2.0625,0.9375,0.9375,2.112463017,0.341565026,1.857417562,1.673320053,0.403112887,1.691892432,1.569235483,1.905037182,1.87860764,1.569235483,1.611159003
EXCOMMUNICABLE,0.9375,0,0,0.9375,0,1.375,0.615384615,0.692307692,1.538461538,0.923076923,0.846153846,1.768945072,0,0,1.569235483,0,1.892969449,1.556623565,1.548365557,2.145358735,1.891275516,1.675616993
EXPRESSION,3.157894737,0.368421053,1.315789474,1.947368421,0.631578947,3.894736842,0.777777778,1.5,3.555555556,3.611111111,0.777777778,2.267234191,0.830697586,1.857496271,1.957143162,1.116070802,1.663154193,1.308594017,1.917412472,1.503807803,1.85151413,1.215369978
EXTENDIBILITY,1.533333333,0.066666667,1.466666667,0.4,0.133333333,2.733333333,1.555555556,2.444444444,1,0.666666667,0.388888889,1.995232413,0.25819889,1.846489591,1.121223821,0.516397779,2.086236073,2.120549935,2.331932353,1.608799333,1.371988681,0.849836586
EXTENSIVELY,1.176470588,0,0,0.705882353,0,2.352941176,0.777777778,1.222222222,1.833333333,0.944444444,0.722222222,1.629236559,0,0,1.447614671,0,1.93459222,1.664704728,1.864704851,2.121320344,1.830211245,1.564516672
EXTRACTIVE,0.857142857,0.428571429,0.952380952,0.714285714,0.476190476,1.857142857,0.590909091,2.136363636,1.136363636,0.636363636,0.727272727,1.31475147,1.075705748,1.465475707,1.055597326,1.077916862,1.621286967,1.221205139,1.983154163,1.4895015,1.364357674,1.386390249
EXTREMISM,1.588235294,0,0.058823529,0.882352941,0,3.176470588,0.411764706,0.411764706,2.235294118,1.470588235,0.411764706,1.622452755,0,0.242535625,1.317305628,0,1.629236559,1.175735064,1.175735064,2.332632948,2.182820625,1.175735064
EYE DROPS,0.631578947,0.526315789,3.473684211,2.684210526,0.842105263,4.421052632,0.052631579,1.578947368,3.684210526,0,0.052631579,1.116070802,1.428613199,1.678902454,2.083070159,1.067872126,1.261207071,0.229415734,1.804801912,1.945154423,0,0.229415734
EYEWASH,0.352941176,0,1.941176471,0.117647059,0,2.647058824,0,2.111111111,3.5,0,0,1.221739358,0,1.886484437,0.48507125,0,1.998160919,0,2.083235292,2.176073096,0,0
FACTORY,3.421052632,0.157894737,2.157894737,0.473684211,1.684210526,4.210526316,1.411764706,1.470588235,2.352941176,0.941176471,0.764705882,1.57465303,0.688247202,1.772103518,1.073334423,1.733738144,1.228320776,1.905873275,1.907801322,1.835114999,1.344925102,1.30045241
FANGED,0.8,0.266666667,0.933333333,0.266666667,0.4,3.733333333,0.333333333,0.444444444,0.5,2.777777778,0.444444444,1.521277659,0.59361684,1.279880947,0.798808637,1.055597326,2.086236073,0.84016805,0.855585264,0.985184366,2.237528983,0.921777198
FAT CAT,2.058823529,0.294117647,2.411764706,0.647058824,1.117647059,4.411764706,0.444444444,1.944444444,2.333333333,0.722222222,0.666666667,2.045439691,1.212678125,2.1811357,1.114740803,1.798692335,1.371988681,1.041617646,1.924217862,2,1.227410261,1.45521375
FIENDLIKE,2.25,0.4375,0.75,2.5,0.8125,3,0.857142857,0.928571429,2.642857143,1.5,0.428571429,1.879716291,0.892094913,1.483239697,2,1.470544117,2.160246899,1.231455852,1.439245834,1.984832597,1.829249531,0.851630627
FILMGOER,3.133333333,0.133333333,0.866666667,0.8,0.4,4.666666667,1.266666667,0.866666667,3.666666667,0.933333333,0.866666667,2.065591118,0.351865775,1.302013093,1.014185106,0.736788398,0.6172134,1.032795559,1.060098827,1.67616342,1.579632266,1.060098827
FIND,1.888888889,0.166666667,1.833333333,0.166666667,0.388888889,3.444444444,0.9,1.65,2.15,0.65,0.35,1.811365714,0.514495755,1.977818168,0.383482494,0.978527639,1.789584974,1.518309309,2.134306247,2.323223713,1.531253357,1.182103388
FIREBOAT,2.222222222,0.222222222,2.055555556,0.277777778,0.777777778,4,0.882352941,0.941176471,2,0.411764706,0.411764706,2.04523997,0.942809042,1.924217862,0.669113158,1.477500097,1.680336101,1.495090003,1.560071642,2.318404624,1.175735064,0.870260272
FIRECRACKER,4.4,0,1.5,0.6,1.95,4.25,0.6,2.6,3.3,0.7,0.55,1.500876937,0,1.504379571,0.940324692,1.35627198,1.585294261,0.820782682,2.01049876,2.00262985,1.417930293,0.887041208
